Date,Rice,Chicken Meat,Beef,Chicken Egg,Shallot,Garlic,Red Chili,Bird's Eye Chili,Cooking Oil,Sugar
3/27/2017,14650,57500,122500,19500,26750,35000,21350,37750,13900,15100
3/28/2017,12550,44825,124075,19175,28125,36075,21875,43025,13725,14900
3/29/2017,10450,32150,125650,18850,29500,37150,22400,48300,13550,14700
3/30/2017,11750,30300,114700,20450,33850,38600,31250,57900,13800,16150
3/31/2017,11700,27500,117100,19650,26550,32000,23800,47600,13700,14550
4/1/2017,11666.666666666666,28016.666666666668,116116.66666666667,19616.666666666668,28583.333333333332,33900,25533.333333333332,48483.333333333336,13700,14500
4/2/2017,11633.333333333334,28533.333333333332,115133.33333333333,19583.333333333332,30616.666666666668,35800,27266.666666666668,49366.666666666664,13700,14450
4/3/2017,11600,29050,114150,19550,32650,37700,29000,50250,13700,14400
4/4/2017,11100,30000,117550,19550,32500,37900,26500,48900,13550,14600
4/5/2017,11350,30550,116750,19900,32450,38100,27200,47650,14000,14850
4/6/2017,11200,30050,117650,19650,31400,37450,25900,46300,13450,14450
4/7/2017,11300,29950,118100,19800,31100,37150,26850,46900,13550,14450
4/8/2017,11350,29816.666666666668,117266.66666666667,19816.666666666668,31733.333333333332,37750,28066.666666666668,47466.666666666664,13750,14616.666666666666
4/9/2017,11400,29683.333333333332,116433.33333333333,19833.333333333332,32366.666666666668,38350,29283.333333333332,48033.333333333336,13950,14783.333333333334
4/10/2017,11450,29550,115600,19850,33000,38950,30500,48600,14150,14950
4/11/2017,11350,29550,115450,20400,32750,38750,31650,49550,13950,14850
4/12/2017,11550,30100,116600,20550,32950,39300,31700,48200,13950,14850
4/13/2017,11550,30000,116650,20650,32700,39650,31450,48900,13950,14850
4/14/2017,11500,35500,121300,18300,30650,40850,25650,44550,13350,14450
4/15/2017,11450,33500,119466.66666666667,18900,31216.666666666668,40666.666666666664,26550,44583.333333333336,13533.333333333334,14533.333333333334
4/16/2017,11400,31500,117633.33333333333,19500,31783.333333333332,40483.333333333336,27450,44616.666666666664,13716.666666666666,14616.666666666666
4/17/2017,11350,29500,115800,20100,32350,40300,28350,44650,13900,14700
4/18/2017,11200,29000,114100,19850,31700,40100,28850,44350,13850,14750
4/19/2017,11350,29800,114550,20150,31850,40550,29700,43550,13850,14750
4/20/2017,11350,29800,115800,20300,31650,41000,29550,43700,13850,14700
4/21/2017,11350,29700,115500,20100,31550,41050,29200,43550,13850,14700
4/22/2017,10750,29966.666666666668,115366.66666666667,19533.333333333332,31250,44083.333333333336,27050,43933.333333333336,13666.666666666666,14633.333333333334
4/23/2017,10150,30233.333333333332,115233.33333333333,18966.666666666668,30950,47116.666666666664,24900,44316.666666666664,13483.333333333334,14566.666666666666
4/24/2017,9550,30500,115100,18400,30650,50150,22750,44700,13300,14500
4/25/2017,11300,29900,115450,21300,31650,44900,29500,42850,13800,14650
4/26/2017,11300,29650,116050,20800,31900,46050,30000,43600,13800,14600
4/27/2017,11300,29700,115900,20400,31650,46500,30550,43850,13800,14600
4/28/2017,11950,29850,115150,20500,31100,47150,31250,43500,13900,14650
4/29/2017,11166.666666666666,30233.333333333332,115133.33333333333,20266.666666666668,31200,50150,29350,43733.333333333336,13766.666666666666,14600
4/30/2017,10383.333333333334,30616.666666666668,115116.66666666667,20033.333333333332,31300,53150,27450,43966.666666666664,13633.333333333334,14550
5/1/2017,9600,31000,115100,19800,31400,56150,25550,44200,13500,14500
5/2/2017,11300,29650,116450,20400,31500,49800,31600,43600,13800,14600
5/3/2017,11450,30150,117000,20650,31400,50200,32500,44050,13900,14700
5/4/2017,11300,29750,116450,20450,30850,51050,30850,43950,13800,14600
5/5/2017,11500,30150,117150,20650,31050,50900,32250,44150,13900,14700
5/6/2017,11450,30133.333333333332,117016.66666666667,20683.333333333332,31266.666666666668,51366.666666666664,32166.666666666668,43650,13866.666666666666,14683.333333333334
5/7/2017,11400,30116.666666666668,116883.33333333333,20716.666666666668,31483.333333333332,51833.333333333336,32083.333333333332,43150,13833.333333333334,14666.666666666666
5/8/2017,11350,30100,116750,20750,31700,52300,32000,42650,13800,14650
5/9/2017,11350,30200,116750,20900,31750,52550,32900,42800,13800,14650
5/10/2017,11350,30250,116750,21050,31900,52300,33200,42900,13800,14650
5/11/2017,9700,31750,115100,21850,31500,56650,33000,45800,13250,14600
5/12/2017,11350,30450,116750,21300,31450,52000,33750,42900,13800,14650
5/13/2017,11333.333333333334,30633.333333333332,116616.66666666667,21400,31266.666666666668,51916.666666666664,33500,42266.666666666664,13800,14650
5/14/2017,11316.666666666666,30816.666666666668,116483.33333333333,21500,31083.333333333332,51833.333333333336,33250,41633.333333333336,13800,14650
5/15/2017,11300,31000,116350,21600,30900,51750,33000,41000,13800,14650
5/16/2017,11350,31400,116650,21600,31050,53550,33150,41750,13800,14650
5/17/2017,11350,31600,116700,21700,31050,53400,33800,41800,13800,14650
5/18/2017,11300,31700,116400,21900,30700,53200,33600,40950,13800,14650
5/19/2017,11300,31900,116450,22000,30300,54050,33350,40900,13800,14650
5/20/2017,11316.666666666666,31866.666666666668,116466.66666666667,22000,30283.333333333332,54283.333333333336,32933.333333333336,40666.666666666664,13800,14650
5/21/2017,11333.333333333334,31833.333333333332,116483.33333333333,22000,30266.666666666668,54516.666666666664,32516.666666666668,40433.333333333336,13800,14650
5/22/2017,11350,31800,116500,22000,30250,54750,32100,40200,13800,14650
5/23/2017,11550,31900,116750,22050,30350,55250,31900,40700,13950,14800
5/24/2017,11450,32300,116900,21950,30350,54900,33400,41400,13950,14750
5/25/2017,9800,32900,115100,22150,29900,53900,27300,40850,13350,14650
5/26/2017,11350,32250,119900,22050,30650,56600,33350,40650,13950,14750
5/27/2017,11350,32183.333333333332,119250,22133.333333333332,30416.666666666668,56283.333333333336,33700,42266.666666666664,13916.666666666666,14716.666666666666
5/28/2017,11350,32116.666666666668,118600,22216.666666666668,30183.333333333332,55966.666666666664,34050,43883.333333333336,13883.333333333334,14683.333333333334
5/29/2017,11350,32050,117950,22300,29950,55650,34400,45500,13850,14650
5/30/2017,11350,32100,117550,22350,30200,54250,32900,42900,13850,14650
5/31/2017,11300,32100,117350,22300,30300,52800,32300,41750,13850,14700
6/1/2017,9800,33150,115100,21250,30400,54400,23350,34550,13250,14650
6/2/2017,11350,32000,117150,22300,30250,50800,30150,39250,13950,14800
6/3/2017,11350,31800,117283.33333333333,22150,30633.333333333332,50266.666666666664,30083.333333333332,38800,13916.666666666666,14766.666666666666
6/4/2017,11350,31600,117416.66666666667,22000,31016.666666666668,49733.333333333336,30016.666666666668,38350,13883.333333333334,14733.333333333334
6/5/2017,11350,31400,117550,21850,31400,49200,29950,37900,13850,14700
6/6/2017,11350,31250,117350,21800,31600,49300,29600,36700,13850,14650
6/7/2017,11350,31150,117350,21650,31550,48900,29150,36150,13850,14650
6/8/2017,10500,31050,117400,21800,31450,48550,26850,35500,13950,14750
6/9/2017,11350,31000,117400,22400,31000,48800,25950,34600,13950,14750
6/10/2017,11333.333333333334,30233.333333333332,117466.66666666667,22100,31250,47883.333333333336,26433.333333333332,34933.333333333336,13900,14716.666666666666
6/11/2017,11316.666666666666,29466.666666666668,117533.33333333333,21800,31500,46966.666666666664,26916.666666666668,35266.666666666664,13850,14683.333333333334
6/12/2017,11300,28700,117600,21500,31750,46050,27400,35600,13800,14650
6/13/2017,11400,30950,117600,21550,31150,43450,27100,34800,13800,14700
6/14/2017,11200,31100,117950,21450,31450,42400,25850,34150,13800,14650
6/15/2017,11300,31100,117950,20950,31000,41900,24850,32950,13650,14600
6/16/2017,11200,30950,117400,20950,30850,40200,25100,33550,13750,14550
6/17/2017,11200,31216.666666666668,117816.66666666667,21000,31300,39683.333333333336,25833.333333333332,33783.333333333336,13733.333333333334,14550
6/18/2017,11200,31483.333333333332,118233.33333333333,21050,31750,39166.666666666664,26566.666666666668,34016.666666666664,13716.666666666666,14550
6/19/2017,11200,31750,118650,21100,32200,38650,27300,34250,13700,14550
6/20/2017,11200,32350,118700,21150,32250,38300,27950,34500,13700,14550
6/21/2017,11200,32700,119800,21250,32750,37150,29850,35550,13700,14550
6/22/2017,11250,34500,121700,21300,33000,37200,31150,37200,13750,14650
6/23/2017,11650,39000,127200,20500,40250,49900,29000,35850,13450,14500
6/24/2017,11364.285714285714,38771.42857142857,127600,20328.571428571428,39821.42857142857,52150,28721.428571428572,34792.857142857145,13328.57142857143,14450
6/25/2017,11078.57142857143,38542.857142857145,128000,20157.14285714286,39392.857142857145,54400,28442.85714285714,33735.71428571428,13207.142857142857,14400
6/26/2017,10792.857142857143,38314.28571428572,128400,19985.714285714286,38964.28571428572,56650,28164.285714285714,32678.571428571428,13085.714285714286,14350
6/27/2017,10507.142857142857,38085.71428571428,128800,19814.285714285714,38535.71428571428,58900,27885.714285714286,31621.428571428572,12964.285714285714,14300
6/28/2017,10221.42857142857,37857.142857142855,129200,19642.85714285714,38107.142857142855,61150,27607.14285714286,30564.285714285714,12842.857142857143,14250
6/29/2017,9935.714285714286,37628.57142857143,129600,19471.428571428572,37678.57142857143,63400,27328.571428571428,29507.142857142855,12721.42857142857,14200
6/30/2017,9650,37400,130000,19300,37250,65650,27050,28450,12600,14150
7/1/2017,10216.666666666666,36316.666666666664,125816.66666666667,20016.666666666668,37483.333333333336,55983.333333333336,27483.333333333332,31900,13033.333333333334,14383.333333333334
7/2/2017,10783.333333333334,35233.333333333336,121633.33333333333,20733.333333333332,37716.666666666664,46316.66666666667,27916.666666666668,35350,13466.666666666666,14616.666666666666
7/3/2017,11350,34150,117450,21450,37950,36650,28350,38800,13900,14850
7/4/2017,11200,33300,117500,21250,38150,35150,29700,38300,13900,14850
7/5/2017,11250,33100,116050,21950,37250,35550,28750,37900,13950,14850
7/6/2017,11150,32600,116050,21900,37100,34750,29050,38950,13850,14850
7/7/2017,11100,32500,116000,21900,37200,35750,28850,39900,13850,14900
7/8/2017,11133.333333333334,32350,116050,21750,37166.666666666664,35866.666666666664,29066.666666666668,40066.666666666664,13850,14900
7/9/2017,11166.666666666666,32200,116100,21600,37133.333333333336,35983.333333333336,29283.333333333332,40233.333333333336,13850,14900
7/10/2017,11200,32050,116150,21450,37100,36100,29500,40400,13850,14900
7/11/2017,11100,31950,116200,21400,37300,35450,29150,42300,13850,14950
7/12/2017,11150,32150,116350,21550,37400,34650,29400,41300,13850,14950
7/13/2017,11150,32050,116250,21500,37850,35400,29750,41800,13900,14850
7/14/2017,11150,31800,115500,21700,37150,35300,28950,40850,13800,14900
7/15/2017,11133.333333333334,31883.333333333332,115416.66666666667,21716.666666666668,36883.333333333336,35150,28950,41283.333333333336,13816.666666666666,14883.333333333334
7/16/2017,11116.666666666666,31966.666666666668,115333.33333333333,21733.333333333332,36616.666666666664,35000,28950,41716.666666666664,13833.333333333334,14866.666666666666
7/17/2017,11100,32050,115250,21750,36350,34850,28950,42150,13850,14850
7/18/2017,11250,32350,115000,22100,36850,34750,31400,44200,14000,14900
7/19/2017,11200,32150,115400,22300,36450,34900,31400,43650,13900,14950
7/20/2017,11200,32150,115350,22300,36400,34800,31650,43500,13950,14950
7/21/2017,11200,32150,115300,22300,36100,34550,31700,42700,13900,14900
7/22/2017,11216.666666666666,32133.333333333332,115216.66666666667,22400,35883.333333333336,34400,31983.333333333332,42783.333333333336,13916.666666666666,14916.666666666666
7/23/2017,11233.333333333334,32116.666666666668,115133.33333333333,22500,35666.666666666664,34250,32266.666666666668,42866.666666666664,13933.333333333334,14933.333333333334
7/24/2017,11250,32100,115050,22600,35450,34100,32550,42950,13950,14950
7/25/2017,11200,32150,115300,22700,35400,34250,32650,43300,13950,14900
7/26/2017,11250,32400,115400,22750,35100,34050,32650,43250,14000,14950
7/27/2017,11250,32650,115500,22850,34750,34200,32450,42100,13950,14900
7/28/2017,11250,33000,115500,22750,34500,33900,32450,41950,14000,14900
7/29/2017,11233.333333333334,33200,115483.33333333333,22800,34166.666666666664,33750,32200,41833.333333333336,13983.333333333334,14916.666666666666
7/30/2017,11216.666666666666,33400,115466.66666666667,22850,33833.333333333336,33600,31950,41716.666666666664,13966.666666666666,14933.333333333334
7/31/2017,11200,33600,115450,22900,33500,33450,31700,41600,13950,14950
8/1/2017,11200,34100,115150,22850,33200,33350,32000,41050,13950,14900
8/2/2017,11200,34150,115150,22800,32950,33150,32200,40600,13950,14900
8/3/2017,11200,34250,115250,22800,32650,33150,32400,40350,13950,14900
8/4/2017,11300,34300,115000,22750,32150,33000,32250,40500,13950,14900
8/5/2017,11266.666666666666,34316.666666666664,115100,22733.333333333332,31850,32800,32266.666666666668,40166.666666666664,13950,14900
8/6/2017,11233.333333333334,34333.333333333336,115200,22716.666666666668,31550,32600,32283.333333333332,39833.333333333336,13950,14900
8/7/2017,11200,34350,115300,22700,31250,32400,32300,39500,13950,14900
8/8/2017,11200,34350,115000,22600,31100,31750,32200,39050,13950,14900
8/9/2017,11200,34300,115100,22700,30850,31650,31950,38050,13950,14850
8/10/2017,11200,34450,115050,22600,30550,31550,31800,37750,13950,14900
8/11/2017,11250,34500,115100,22700,30450,31550,32300,37500,13950,14900
8/12/2017,11216.666666666666,34433.333333333336,115016.66666666667,22616.666666666668,30233.333333333332,31433.333333333332,31933.333333333332,36750,13933.333333333334,14900
8/13/2017,11183.333333333334,34366.666666666664,114933.33333333333,22533.333333333332,30016.666666666668,31316.666666666668,31566.666666666668,36000,13916.666666666666,14900
8/14/2017,11150,34300,114850,22450,29800,31200,31200,35250,13900,14900
8/15/2017,11200,34450,114600,22400,29800,30900,31800,36050,13950,14850
8/16/2017,11250,34150,114950,22600,30100,31050,31700,35700,14000,14850
8/17/2017,11350,33400,115250,23950,34400,34850,40200,40700,14600,16000
8/18/2017,11250,34000,114450,22600,29950,30750,31600,35550,14000,14900
8/19/2017,11233.333333333334,33883.333333333336,114583.33333333333,22450,29550,30350,31700,35400,14000,14883.333333333334
8/20/2017,11216.666666666666,33766.666666666664,114716.66666666667,22300,29150,29950,31800,35250,14000,14866.666666666666
8/21/2017,11200,33650,114850,22150,28750,29550,31900,35100,14000,14850
8/22/2017,11200,33500,114800,22150,28700,29450,32050,35050,13950,14850
8/23/2017,11250,33400,115150,22300,28950,29650,31650,34900,14000,14850
8/24/2017,11250,33450,115200,22350,28850,29600,31600,33850,14000,14850
8/25/2017,11250,33150,115050,22250,28750,29250,31200,34050,14000,14850
8/26/2017,11250,32866.666666666664,115100,22250,28666.666666666668,29216.666666666668,31416.666666666668,33916.666666666664,14000,14850
8/27/2017,11250,32583.333333333332,115150,22250,28583.333333333332,29183.333333333332,31633.333333333332,33783.333333333336,14000,14850
8/28/2017,11250,32300,115200,22250,28500,29150,31850,33650,14000,14850
8/29/2017,11250,32800,114950,22400,28450,29200,32450,34300,14000,14850
8/30/2017,11250,33000,115950,22450,28400,29200,33800,34300,14000,14900
8/31/2017,11250,33750,118250,22500,28500,29200,35000,35000,14000,14900
9/1/2017,11250,33475,117612.5,22475,28450,29137.5,35087.5,34975,13987.5,14887.5
9/2/2017,11250,33200,116975,22450,28400,29075,35175,34950,13975,14875
9/3/2017,11250,32925,116337.5,22425,28350,29012.5,35262.5,34925,13962.5,14862.5
9/4/2017,11250,32650,115700,22400,28300,28950,35350,34900,13950,14850
9/5/2017,11300,32500,115700,22400,28000,28700,34100,34650,13950,14800
9/6/2017,11200,32450,115400,22350,28200,28850,33200,34350,13950,14800
9/7/2017,11300,32300,115050,22400,28050,28800,33050,34850,14000,14800
9/8/2017,11300,32100,114950,22400,27750,28450,32650,34350,14000,14850
9/9/2017,11300,31950,115133.33333333333,22366.666666666668,27750,28350,32750,33950,13983.333333333334,14850
9/10/2017,11300,31800,115316.66666666667,22333.333333333332,27750,28250,32850,33550,13966.666666666666,14850
9/11/2017,11300,31650,115500,22300,27750,28150,32950,33150,13950,14850
9/12/2017,11250,31600,115000,22250,27750,28250,32000,32600,13950,14800
9/13/2017,11300,31650,115300,22450,27650,27950,32550,33100,13950,14800
9/14/2017,11300,31400,115300,22250,27850,28050,32650,33000,14000,14800
9/15/2017,11300,31450,115300,22250,27750,27900,32500,33000,14000,14800
9/16/2017,11283.333333333334,31533.333333333332,115033.33333333333,22283.333333333332,27600,27866.666666666668,32466.666666666668,33183.333333333336,14000,14783.333333333334
9/17/2017,11266.666666666666,31616.666666666668,114766.66666666667,22316.666666666668,27450,27833.333333333332,32433.333333333332,33366.666666666664,14000,14766.666666666666
9/18/2017,11250,31700,114500,22350,27300,27800,32400,33550,14000,14750
9/19/2017,11250,31600,115000,22250,27200,27600,32100,32700,14000,14750
9/20/2017,11350,31550,115200,22300,26950,27450,32350,32350,14000,14750
9/21/2017,10300,30100,113550,21350,25100,25250,22750,30750,13650,14750
9/22/2017,11350,31700,115200,22400,26900,27300,31700,32150,14000,14750
9/23/2017,11350,31683.333333333332,115200,22400,26733.333333333332,27166.666666666668,31516.666666666668,31966.666666666668,14000,14750
9/24/2017,11350,31666.666666666668,115200,22400,26566.666666666668,27033.333333333332,31333.333333333332,31783.333333333332,14000,14750
9/25/2017,11350,31650,115200,22400,26400,26900,31150,31600,14000,14750
9/26/2017,11350,31500,115300,22450,26300,26850,31050,31350,14000,14700
9/27/2017,11300,31500,114950,22350,26100,26700,30650,30900,13950,14700
9/28/2017,11400,31200,115200,22350,26000,26450,30800,31050,13950,14700
9/29/2017,11350,30500,115300,22250,26000,26600,31050,31200,14000,14700
9/30/2017,11366.666666666666,30400,115200,22266.666666666668,25766.666666666668,26500,31583.333333333332,31416.666666666668,14000,14700
10/1/2017,11383.333333333334,30300,115100,22283.333333333332,25533.333333333332,26400,32116.666666666668,31633.333333333332,14000,14700
10/2/2017,11400,30200,115000,22300,25300,26300,32650,31850,14000,14700
10/3/2017,11350,30050,115250,22300,25250,26100,33200,31950,14000,14650
10/4/2017,11350,30000,115000,22250,25000,25950,33650,32000,14000,14650
10/5/2017,11350,30050,115200,22200,24950,25950,33600,31800,14000,14700
10/6/2017,11400,30000,114750,22200,24700,25850,33750,32200,14000,14650
10/7/2017,11383.333333333334,30066.666666666668,114650,22166.666666666668,24500,25616.666666666668,33816.666666666664,31866.666666666668,13966.666666666666,14633.333333333334
10/8/2017,11366.666666666666,30133.333333333332,114550,22133.333333333332,24300,25383.333333333332,33883.333333333336,31533.333333333332,13933.333333333334,14616.666666666666
10/9/2017,11350,30200,114450,22100,24100,25150,33950,31200,13900,14600
10/10/2017,11400,30100,114700,22100,23900,25050,34500,31150,14000,14600
10/11/2017,11350,30350,114500,22100,23750,24950,34050,30800,14000,14600
10/12/2017,11350,30150,114700,22150,23500,24700,34050,30500,14000,14650
10/13/2017,11400,30350,114700,22150,23600,24800,33400,30500,13950,14600
10/14/2017,11400,30366.666666666668,114700,22116.666666666668,23566.666666666668,24733.333333333332,33166.666666666664,30433.333333333332,13950,14600
10/15/2017,11400,30383.333333333332,114700,22083.333333333332,23533.333333333332,24666.666666666668,32933.333333333336,30366.666666666668,13950,14600
10/16/2017,11400,30400,114700,22050,23500,24600,32700,30300,13950,14600
10/17/2017,11400,30350,114600,22050,23350,24450,32650,30150,13950,14550
10/18/2017,11400,30400,114550,22000,23150,24300,32450,29850,13950,14550
10/19/2017,11400,30400,114600,22050,23200,24250,32300,29950,13950,14550
10/20/2017,11400,30300,114600,22050,23200,24350,32050,29850,13950,14550
10/21/2017,11383.333333333334,30200,114633.33333333333,21900,23083.333333333332,24183.333333333332,31516.666666666668,29650,13933.333333333334,14550
10/22/2017,11366.666666666666,30100,114666.66666666667,21750,22966.666666666668,24016.666666666668,30983.333333333332,29450,13916.666666666666,14550
10/23/2017,11350,30000,114700,21600,22850,23850,30450,29250,13900,14550
10/24/2017,11300,30000,112900,21600,23150,23850,30350,29050,13850,14450
10/25/2017,11300,29950,114250,21500,23250,23850,30300,29300,13850,14450
10/26/2017,11400,30250,114350,21900,23600,24050,30900,29950,13950,14550
10/27/2017,11350,30100,114250,21650,23350,23700,29600,29250,13900,14450
10/28/2017,11366.666666666666,30233.333333333332,114083.33333333333,21850,23466.666666666668,23783.333333333332,29950,29300,13900,14483.333333333334
10/29/2017,11383.333333333334,30366.666666666668,113916.66666666667,22050,23583.333333333332,23866.666666666668,30300,29350,13900,14516.666666666666
10/30/2017,11400,30500,113750,22250,23700,23950,30650,29400,13900,14550
10/31/2017,11350,30150,113850,21900,23800,23550,30500,29050,13850,14500
11/1/2017,11400,30350,113850,22250,24500,24100,31250,30000,13900,14500
11/2/2017,11400,30550,113600,22100,24400,23700,30850,29350,13950,14450
11/3/2017,11400,30300,113750,22050,24400,23650,30900,29200,13950,14450
11/4/2017,11400,30350,113766.66666666667,22033.333333333332,24616.666666666668,23650,31466.666666666668,29533.333333333332,13950,14450
11/5/2017,11400,30400,113783.33333333333,22016.666666666668,24833.333333333332,23650,32033.333333333332,29866.666666666668,13950,14450
11/6/2017,11400,30450,113800,22000,25050,23650,32600,30200,13950,14450
11/7/2017,11400,30550,113800,22000,25300,23550,32750,30500,13950,14450
11/8/2017,11350,30250,113950,21700,25050,23300,32850,30000,13850,14400
11/9/2017,11350,30200,113950,21700,25150,23350,33050,30100,13900,14400
11/10/2017,11350,30500,113550,21950,25650,23850,32750,30550,13900,14400
11/11/2017,11366.666666666666,30583.333333333332,113616.66666666667,21966.666666666668,25766.666666666668,23966.666666666668,33316.666666666664,30850,13900,14416.666666666666
11/12/2017,11383.333333333334,30666.666666666668,113683.33333333333,21983.333333333332,25883.333333333332,24083.333333333332,33883.333333333336,31150,13900,14433.333333333334
11/13/2017,11400,30750,113750,22000,26000,24200,34450,31450,13900,14450
11/14/2017,11300,30400,113550,21700,25700,24050,34150,30550,13850,14350
11/15/2017,11400,30900,113750,22050,26050,24500,34550,31650,13900,14400
11/16/2017,11400,30850,113900,22100,26150,24500,34650,31800,13900,14450
11/17/2017,11400,30950,113750,22150,26250,24650,34850,31750,13900,14400
11/18/2017,11400,30966.666666666668,113800,22216.666666666668,26300,24716.666666666668,35200,31833.333333333332,13900,14416.666666666666
11/19/2017,11400,30983.333333333332,113850,22283.333333333332,26350,24783.333333333332,35550,31916.666666666668,13900,14433.333333333334
11/20/2017,11400,31000,113900,22350,26400,24850,35900,32000,13900,14450
11/21/2017,11450,31100,113900,22500,26600,24950,35850,31700,13900,14450
11/22/2017,11400,30850,114000,22350,26200,24600,36000,30900,13850,14350
11/23/2017,11400,30900,114000,22500,26100,24600,35900,30800,13850,14350
11/24/2017,11400,30900,114150,22650,26000,24650,35800,30900,13850,14350
11/25/2017,11416.666666666666,30966.666666666668,114133.33333333333,22833.333333333332,26066.666666666668,24650,36266.666666666664,31066.666666666668,13866.666666666666,14366.666666666666
11/26/2017,11433.333333333334,31033.333333333332,114116.66666666667,23016.666666666668,26133.333333333332,24650,36733.333333333336,31233.333333333332,13883.333333333334,14383.333333333334
11/27/2017,11450,31100,114100,23200,26200,24650,37200,31400,13900,14400
11/28/2017,11450,31200,113750,23300,26450,24700,36600,31500,13900,14400
11/29/2017,11450,31000,114150,23500,26450,24800,36800,31550,13900,14400
11/30/2017,11450,31300,114150,23550,26350,24750,37000,31600,13900,14400
12/1/2017,10700,29350,112600,25100,28050,27300,39900,33300,14000,14800
12/2/2017,10966.666666666666,30100,113150,24633.333333333332,27500,26383.333333333332,39266.666666666664,33316.666666666664,13966.666666666666,14666.666666666666
12/3/2017,11233.333333333334,30850,113700,24166.666666666668,26950,25466.666666666668,38633.333333333336,33333.333333333336,13933.333333333334,14533.333333333334
12/4/2017,11500,31600,114250,23700,26400,24550,38000,33350,13900,14400
12/5/2017,11500,31850,114250,23800,26400,24650,38000,33650,13900,14400
12/6/2017,11500,31900,114250,23900,26350,24650,37700,33050,13900,14400
12/7/2017,11500,31850,114100,24000,26450,24650,37400,32800,13900,14400
12/8/2017,11500,31850,114200,24050,26600,24700,37100,32650,13900,14400
12/9/2017,11500,32000,114216.66666666667,24133.333333333332,26550,24666.666666666668,36700,32583.333333333332,13900,14400
12/10/2017,11500,32150,114233.33333333333,24216.666666666668,26500,24633.333333333332,36300,32516.666666666668,13900,14400
12/11/2017,11500,32300,114250,24300,26450,24600,35900,32450,13900,14400
12/12/2017,11500,32600,114250,24550,26400,24650,35450,32650,13850,14400
12/13/2017,11550,32600,114250,24800,26400,24650,35250,32500,13900,14400
12/14/2017,11550,32800,114250,24900,26450,24600,35000,32650,13900,14400
12/15/2017,11550,32900,114250,25050,26500,24600,34950,32850,13900,14400
12/16/2017,11550,33016.666666666664,114233.33333333333,25116.666666666668,26450,24583.333333333332,35233.333333333336,33566.666666666664,13900,14400
12/17/2017,11550,33133.333333333336,114216.66666666667,25183.333333333332,26400,24566.666666666668,35516.666666666664,34283.333333333336,13900,14400
12/18/2017,11550,33250,114200,25250,26350,24550,35800,35000,13900,14400
12/19/2017,11600,33800,114100,25550,26350,24550,35050,35250,13950,14400
12/20/2017,11600,34000,114250,25700,26400,24550,35150,36350,13950,14400
12/21/2017,11600,34150,114350,26000,26500,24550,35450,37700,13950,14400
12/22/2017,11600,34150,114900,26150,26600,24600,35950,39750,13900,14300
12/23/2017,11316.666666666666,34400,115216.66666666667,25833.333333333332,25066.666666666668,24116.666666666668,35666.666666666664,37983.333333333336,13616.666666666666,14050
12/24/2017,11033.333333333334,34650,115533.33333333333,25516.666666666668,23533.333333333332,23633.333333333332,35383.333333333336,36216.666666666664,13333.333333333334,13800
12/25/2017,10750,34900,115850,25200,22000,23150,35100,34450,13050,13550
12/26/2017,11250,33250,116900,26150,25350,23900,36850,37450,13500,14300
12/27/2017,11600,34650,114150,26700,26550,24400,37400,42750,13950,14350
12/28/2017,11650,34700,114050,26900,26550,24350,37600,43400,13900,14300
12/29/2017,11700,34850,114250,26900,26500,24300,37500,43000,13950,14350
12/30/2017,11483.333333333334,35116.666666666664,114783.33333333333,26333.333333333332,24966.666666666668,23666.666666666668,37366.666666666664,42566.666666666664,13633.333333333334,14083.333333333334
12/31/2017,11266.666666666666,35383.333333333336,115316.66666666667,25766.666666666668,23433.333333333332,23033.333333333332,37233.333333333336,42133.333333333336,13316.666666666666,13816.666666666666
1/1/2018,11050,35650,115850,25200,21900,22400,37100,41700,13000,13550
1/2/2018,11750,34800,114200,26650,26300,24100,38700,44350,13800,14250
1/3/2018,11750,34750,113650,26450,26300,24150,38950,45000,13850,14250
1/4/2018,11750,34400,114250,26200,26300,24250,38600,45550,13850,14250
1/5/2018,11800,34550,114250,26100,26350,24150,38450,45500,13800,14250
1/6/2018,11800,34600,114216.66666666667,26066.666666666668,26416.666666666668,24183.333333333332,38466.666666666664,45216.666666666664,13800,14250
1/7/2018,11800,34650,114183.33333333333,26033.333333333332,26483.333333333332,24216.666666666668,38483.333333333336,44933.333333333336,13800,14250
1/8/2018,11800,34700,114150,26000,26550,24250,38500,44650,13800,14250
1/9/2018,11850,34950,114150,25900,26400,24200,38800,44650,13800,14200
1/10/2018,11850,35150,113550,25800,26400,24200,38750,44250,13800,14200
1/11/2018,11900,35150,113900,25750,26300,24250,39000,44250,13800,14250
1/12/2018,11950,35100,113500,25700,26250,24300,39150,44200,13800,14200
1/13/2018,11950,34966.666666666664,113600,25583.333333333332,26216.666666666668,24266.666666666668,39483.333333333336,44216.666666666664,13800,14200
1/14/2018,11950,34833.333333333336,113700,25466.666666666668,26183.333333333332,24233.333333333332,39816.666666666664,44233.333333333336,13800,14200
1/15/2018,11950,34700,113800,25350,26150,24200,40150,44250,13800,14200
1/16/2018,12000,34600,114150,25200,26000,24150,39750,43800,13800,14200
1/17/2018,12000,34400,114150,25100,25800,24200,39700,43600,13800,14150
1/18/2018,12050,34250,114150,25000,25700,24100,39550,43400,13800,14150
1/19/2018,12050,34600,114150,24850,25850,24150,39700,43150,13800,14150
