Date,Shallot,Garlic,Rice,Chili pepper,Cayenne pepper,Broiler meat,Topside beef,Granulated sugar,Cooking oil,Chicken egg
3/8/19,30129,25208,10447,24314,36885,31844,117980,11889,14571,24122
3/9/19,,,,,,,,,,
3/10/19,,,,,,,,,,
3/11/19,31164,26587,10703,26244,39028,32263,117412,11898,14563,24645
3/12/19,31418,26958,10432,26713,40991,32282,117515,11903,14541,24525
3/13/19,31516,27281,10509,26570,39376,32240,117564,11910,14525,24885
3/14/19,31966,27832,10586,26332,40237,32285,118061,11931,14588,24512
3/15/19,32112,28273,10492,26177,38574,32552,117990,11924,14614,24052
3/16/19,,,,,,,,,,
3/17/19,,,,,,,,,,
3/18/19,32379,28959,10521,27281,39793,32730,118331,11929,14592,24104
3/19/19,32878,29666,10524,27463,40229,32778,118045,11911,14589,23954
3/20/19,33064,29781,10508,27927,39479,32571,118130,11922,14612,24036
3/21/19,32971,29289,10583,27153,39768,32665,118279,11958,14574,24073
3/22/19,33304,29841,10598,26814,39368,32532,118095,11965,14587,24176
3/23/19,,,,,,,,,,
3/24/19,,,,,,,,,,
3/25/19,34617,29769,10514,27069,38367,32559,118438,11968,14471,24149
3/26/19,35366,29750,10531,27035,38608,32563,118389,11985,14591,24143
3/27/19,35746,29784,10542,27616,39323,32565,118531,11972,14551,24113
3/28/19,36434,30516,10525,26818,38556,32574,118236,11964,14578,24177
3/29/19,36755,31035,10533,26990,38069,32317,118389,11957,14539,24197
3/30/19,,,,,,,,,,
3/31/19,,,,,,,,,,
4/1/19,37132,32915,,26864,37380,32077,118518,12003,14508,24253
4/2/19,37615,33681,10501,26365,38109,31793,118767,11990,14490,24289
4/3/19,,,,,12500,,,,,
4/4/19,37797,34039,10528,27167,38041,31948,118690,12017,14342,24421
4/5/19,37823,34313,10535,27537,36684,31993,119200,12009,14538,24380
4/6/19,30000,32000,,,12250,34000,120000,11500,14000,23000
4/7/19,,,,,13000,,,,,
4/8/19,38240,34805,10442,27779,37610,31903,118225,12055,14557,24777
4/9/19,38918,36327,10525,27437,37836,31565,118706,12025,14554,24783
4/10/19,39198,36060,10511,28251,37979,31874,118960,12016,14467,24505
4/11/19,39508,36709,10551,28296,37832,32505,119061,12016,14512,24569
4/12/19,39664,37426,10512,28016,37603,32338,117860,11976,14508,24842
4/13/19,34000,35000,8500,,12000,34000,120000,11500,14000,23000
4/14/19,,,,,12000,,,,,
4/15/19,39684,42342,10411,28426,38178,34165,117752,12010,14442,24451
4/16/19,39858,42859,10475,29285,38828,33844,116729,12018,14401,24439
4/17/19,39771,43625,10927,31083,40281,36476,120298,12118,13993,24247
4/18/19,40545,45615,10435,29313,40906,33961,118528,12021,14481,24143
4/19/19,39636,43325,10739,28068,40474,33520,119432,12143,14797,23779
4/20/19,40060,43950,10267,28302,42167,33713,119464,12036,14883,24050
4/21/19,40627,44611,11178,29934,41332,35152,120486,11996,14750,24862
4/22/19,40622,48170,10396,31148,42774,34917,118549,12067,14487,25502
4/23/19,41115,46222,10405,32919,44001,34717,118028,12110,14512,24804
4/24/19,41105,46135,10369,32867,43870,35034,118719,12115,14543,24691
4/25/19,40567,45547,10418,32881,44100,34865,117238,12181,14476,24712
4/26/19,40871,46631,10381,32832,44576,35383,118193,12139,14477,24767
4/27/19,40658,45972,10663,30816,49813,34650,116438,12202,14857,25213
4/28/19,40500,45737,10639,31816,49809,36952,116488,12238,15071,24240
4/29/19,40080,46949,10396,33208,45408,35683,118285,12343,14507,24898
4/30/19,40497,47332,10374,33614,47957,35907,118339,12305,14541,24985
5/1/19,37553,51529,10297,32944,46667,34868,120278,12263,14729,24205
5/2/19,39450,51234,10354,35168,46147,35845,118445,12473,14556,25265
5/3/19,39266,55107,10330,35752,45499,35944,119057,12531,14546,25200
5/4/19,40185,59600,10757,39739,50711,36196,120272,12546,14838,24835
5/5/19,39457,59600,10669,42609,51697,36185,120489,12633,15117,24746
5/6/19,38455,62162,10340,38796,49125,36793,119034,12614,14556,25427
5/7/19,38087,60456,10354,39408,48325,36577,119054,12652,14496,26015
5/8/19,38494,59374,10340,39601,49522,36621,119334,12699,14531,27950
5/9/19,37814,57887,10340,39872,48366,36601,118989,12755,14513,25957
5/10/19,37707,55912,10336,38982,47768,36495,119179,12761,14539,26021
5/11/19,37400,53130,10615,39740,46488,35830,119063,12827,14794,25386
5/12/19,37154,54500,10558,39370,44500,34690,118100,12856,14985,25777
5/13/19,36874,52286,10335,38117,44779,35613,118981,12798,14539,25822
5/14/19,36301,51075,10343,37079,45230,35700,119271,12814,14593,25933
5/15/19,35841,48779,10336,36908,44351,35740,119127,12838,14534,25952
5/16/19,35880,47824,10345,36440,43326,35521,119193,12839,14572,25942
5/17/19,35149,45102,10331,35087,41604,34924,119509,12814,14582,25953
5/18/19,,,,,,,,,,
5/19/19,33438,41214,10504,34826,41381,34990,117917,12890,14783,25044
5/20/19,34586,42975,10340,36445,43457,34793,119549,12881,14576,25782
5/21/19,34703,41838,10327,34739,42270,34499,119398,12867,14581,25689
5/22/19,34197,40788,10355,34428,43378,34596,119487,12881,14530,25754
5/23/19,34193,40216,10353,34412,42322,34693,118982,12859,14566,25566
5/24/19,34078,39162,10376,34175,41895,34194,119264,12822,14549,25571
5/25/19,,,,,,,,,,
5/26/19,,,,,,,,,,
5/27/19,34638,39100,10398,35337,42049,34789,119677,12838,14564,25638
5/28/19,34266,39140,10370,36100,41557,34865,119784,12908,14582,25766
5/29/19,34587,38859,10354,37450,43229,34954,119785,12936,14612,25718
5/30/19,34873,39594,10754,38828,39409,35738,121438,12960,14260,25387
5/31/19,35290,38727,10455,40142,42048,35263,120591,14023,14593,26190
6/1/19,,,,,,,,,,
6/2/19,,,,,,,,,,
6/3/19,,,,,,,,,,
6/4/19,,,,,,,,,,
6/5/19,,,,,,,,,,
6/6/19,38563,39781,10945,59929,50538,37233,128333,13056,14767,25333
6/7/19,37364,39543,10708,54033,44519,37598,119998,13023,14634,24718
6/8/19,37863,40116,10712,51028,47897,37091,119932,12894,15088,24742
6/9/19,37306,40764,10860,46845,46403,36680,118016,12959,14992,24779
6/10/19,37376,39893,10431,47700,43723,37166,120371,12962,14513,25639
6/11/19,37736,39501,10355,48271,43059,36288,120295,12935,14567,25712
6/12/19,37518,39562,10371,46292,42145,36041,119948,12969,14427,25071
6/13/19,37560,39582,10382,47378,41901,35904,120321,12978,14478,25104
6/14/19,37769,39416,10411,48072,42177,35566,120867,13561,14485,25276
6/15/19,,,,,,,,,,
6/16/19,,,,,,,,,,
6/17/19,38203,39415,10419,49603,43027,34809,119895,12940,14509,24880
6/18/19,38197,39408,10372,49054,42396,35260,120001,12973,14426,25165
6/19/19,38826,39308,10411,47360,42227,33480,120130,12996,15072,24644
6/20/19,38336,39379,10054,49242,41128,33404,119834,13026,14457,24953
6/21/19,38135,38531,10397,48351,41965,33752,119409,12927,14492,24750
6/22/19,40326,40457,10745,49286,44139,34662,119450,12805,14876,25100
6/23/19,,,,,,,,,,
6/24/19,38191,39060,10420,51190,44581,33135,119910,12933,14473,24879
6/25/19,37767,38824,10434,50748,43007,33037,119681,12867,14490,24732
6/26/19,37640,38119,10394,51391,41660,32911,119635,12980,14496,25125
6/27/19,37990,38557,10400,52374,44101,32693,119699,12943,14453,24928
6/28/19,37696,38336,10404,52565,44081,33614,119593,12971,14475,25009
6/29/19,,,,,,,,,,
6/30/19,,,,,,,,,,
7/1/19,37159,38199,10367,53479,45358,32657,119725,12917,14412,25016
7/2/19,37012,38148,10446,54842,45686,32961,119664,12903,14365,24948
7/3/19,36441,37669,10372,54664,47602,32991,119310,12913,14433,25137
7/4/19,36412,37467,10329,55169,50724,33388,119587,12955,14406,24973
7/5/19,35805,37521,10380,54873,52200,33583,119466,12952,14356,24822
7/6/19,,,,,,,,,,
7/7/19,,,,,,,,,,
7/8/19,35285,37093,10422,56425,54108,34459,119445,12887,14374,25074
7/9/19,34689,36471,10387,56275,54055,34658,119491,12866,14397,25003
7/10/19,34722,36370,10400,56084,55573,34839,119532,12913,14405,24993
7/11/19,34430,36234,10427,56398,55687,35030,119490,12911,14579,24838
7/12/19,34084,36046,10393,57674,57478,35858,119181,12899,14416,24791
7/13/19,,,,,,,,,,
7/14/19,,,,,,,,,,
7/15/19,33431,35797,10409,58217,61282,35815,119752,12908,14419,24815
7/16/19,33388,35405,10400,58803,61956,36011,119872,13015,14423,24765
7/17/19,32977,35506,10390,59759,62203,36323,119806,12891,14401,24712
7/18/19,32677,35437,10410,59250,64507,36394,119539,12968,14484,24911
7/19/19,32384,35023,10392,59504,65368,36571,119729,13184,14656,24459
7/20/19,,,,,,,,,,
7/21/19,,,,,,,,,,
7/22/19,32970,34653,10391,60021,66968,36151,119609,12932,14376,24629
7/23/19,32402,35108,10393,60279,67582,35919,119853,12934,14390,24792
7/24/19,32127,34597,10409,59355,67379,35917,120000,12905,14351,24606
7/25/19,31662,34538,10385,59242,68738,35676,119789,12934,14373,24703
7/26/19,31607,34744,10408,59542,70427,35357,119644,12934,14399,24774
7/27/19,,,,,,,,,,
7/28/19,,,,,,,,,,
7/29/19,31180,33754,10389,59762,73950,34714,119131,12910,14404,24872
7/30/19,31497,34362,10402,60411,74444,34427,120036,12899,14402,24605
7/31/19,30583,33413,10376,59085,74967,34389,119653,12897,14407,24694
8/1/19,30527,33682,10397,57841,75736,34350,119857,12888,14461,24631
8/2/19,30234,33403,10406,58681,76241,33975,120437,12840,14345,25145
8/3/19,,,,,,,,,,
8/4/19,,,,,,,,,,
8/5/19,30013,33351,10386,62159,79200,34456,120004,12856,14357,24457
8/6/19,29937,33312,10412,62878,80327,34217,119822,12842,14340,24543
8/7/19,29507,33210,10411,64399,78058,34243,120154,12819,14393,24536
8/8/19,29259,33521,10406,66857,78296,34221,120358,12833,14398,24606
8/9/19,29153,33077,10384,69084,77885,34458,120792,12853,14325,24971
8/10/19,32898,36382,10813,72917,80631,34752,121985,12643,15206,25448
8/11/19,,,,,,,,,,
8/12/19,28884,32885,10386,71277,79011,34441,121395,12803,14356,25162
8/13/19,28459,32745,10403,71512,80035,34260,120924,12807,14304,24918
8/14/19,28367,32749,10386,71675,79424,33949,120046,12801,14371,25053
8/15/19,28088,32576,10391,69458,77959,33829,119853,12807,14376,24998
8/16/19,28113,32420,10427,67536,76641,33636,119890,12812,14401,25033
8/17/19,,,,,,,,,,
8/18/19,,,,,,,,,,
8/19/19,27419,32541,10456,64219,73918,33128,120088,12811,14400,24984
8/20/19,26970,32663,10437,63740,72995,32858,120055,12798,14428,25008
8/21/19,26414,31728,10408,62544,73564,32394,119962,12821,14398,25182
8/22/19,26378,32840,10410,60918,72153,32337,120159,12824,14360,25014
8/23/19,25825,31814,10428,60437,71506,32570,119993,12833,14361,25174
8/24/19,,,,,,,,,,
8/25/19,,,,,,,,,,
8/26/19,25326,31834,10410,57847,67599,31829,119899,12823,14404,25039
8/27/19,25176,31899,10442,57526,66103,31909,119830,12846,14421,24979
8/28/19,25111,31863,10418,56469,66017,31762,120045,12818,14437,24840
8/29/19,24850,31775,10428,56338,65185,31717,120432,12800,14454,24826
8/30/19,24348,31514,10430,55325,64401,31401,119692,12755,14386,25096
8/31/19,,,,,,,,,,
9/1/19,,,,,,,,,,
9/2/19,23729,31415,10402,55521,64264,31079,120226,12789,14353,24863
9/3/19,23773,31674,10433,55109,65012,31142,119769,12833,14391,24797
9/4/19,23768,31418,10430,54531,65669,31278,119748,12828,14377,24840
9/5/19,23504,31306,10418,53974,66080,31178,120362,12788,14397,24741
9/6/19,23246,30994,10402,52682,65863,31042,118976,12831,14369,24838
9/7/19,,,,,,,,,,
9/8/19,,,,,,,,,,
9/9/19,23100,31112,10420,50677,67355,30960,119518,12792,14336,24762
9/10/19,22956,31118,10398,50292,66880,31150,119506,12794,14325,24634
9/11/19,22853,30375,10407,48612,65984,31599,119555,12764,14359,24686
9/12/19,22703,30839,10401,48662,72890,31638,119506,12800,14416,24594
9/13/19,22350,30721,10407,47661,66146,32074,119338,12774,14352,24470
9/14/19,27471,33032,11029,55074,69085,33766,119230,12593,15099,25161
9/15/19,,,,,,,,,,
9/16/19,22735,30856,10390,45965,65725,31874,119369,12801,14353,24359
9/17/19,22608,30925,10413,45689,65261,32155,119690,12781,14351,24372
9/18/19,22588,30980,10394,44931,62275,32318,119617,12792,14326,24424
9/19/19,22453,30975,10395,45616,63771,32343,119539,12807,14388,24497
9/20/19,22468,30963,10433,45041,63917,32604,119589,12795,14375,24362
9/21/19,,,,,,,,,,
9/22/19,,,,,,,,,,
9/23/19,22329,30933,10414,43992,62031,32422,119371,12807,14327,24284
9/24/19,22416,30448,10406,43526,63260,32299,119562,12799,14313,24196
9/25/19,22133,30459,10413,43495,60946,32362,119539,12765,14399,24172
9/26/19,22190,30416,10384,44197,62104,32340,119737,13309,14330,23995
9/27/19,21909,30359,10395,42898,60657,32277,119966,12777,14364,23995
9/28/19,,,,,,,,,,
9/29/19,,,,,,,,,,
9/30/19,21658,30370,10424,43267,61392,32677,119829,12711,14334,23988
10/1/19,21809,30067,10429,43494,60606,32671,119649,12781,14292,24029
10/2/19,21517,29785,10445,43402,60082,32736,119605,12779,14298,23996
10/3/19,21604,30018,10433,43129,60684,32555,118006,12806,15278,23982
10/4/19,21549,29648,10408,42970,61053,32580,119585,12812,14256,23999
10/5/19,,,,,,,,,,
10/6/19,,,,,,,,,,
10/7/19,21609,29845,10425,43341,60148,33006,118983,12799,14275,24022
10/8/19,21831,29795,10449,43361,61306,32989,119442,12789,14302,24089
10/9/19,22226,29794,10451,43288,61399,32974,119532,12771,14331,24404
10/10/19,22445,29789,10470,43146,61852,32895,119081,12784,14341,23889
10/11/19,22640,29645,10461,43504,63069,33056,119604,12817,14237,23903
10/12/19,,,,,,,,,,
10/13/19,,,,,,,,,,
10/14/19,23832,29799,10429,44828,60441,33926,119526,12844,14271,23887
10/15/19,24070,29926,10418,44481,59718,33851,119624,12846,14343,24168
10/16/19,24658,29925,10461,45728,59964,33863,119460,12922,14323,24057
10/17/19,24727,29789,10441,45005,60515,33893,119466,12944,14234,23998
10/18/19,24826,29779,10461,45367,61370,33945,119721,12942,14292,23738
10/19/19,,,,,,,,,,
10/20/19,,,,,,,,,,
10/21/19,25552,30148,10472,43482,60215,34349,119670,12962,14321,23766
10/22/19,25561,29901,10461,43109,60216,34326,119597,12973,14236,23887
10/23/19,25165,30007,10444,42853,60171,34303,119639,12946,14319,23753
10/24/19,25521,30017,10462,42025,58891,34077,119253,12910,14238,23715
10/25/19,25719,30148,10438,42074,59260,34182,119548,12991,14287,23849
10/26/19,27886,31606,10709,45426,62416,34274,119511,12735,15236,24607
10/27/19,,,,,,,,,,
10/28/19,25546,30062,10451,40570,58247,34356,119607,13009,14223,23731
10/29/19,25740,29903,10456,40944,60495,34300,119358,13102,14352,24128
10/30/19,25570,30030,10448,39659,58693,34140,119693,13016,14267,23730
10/31/19,25739,30109,10451,39631,57992,34317,119271,13040,14288,23992
11/1/19,25910,30297,10479,39205,59525,34143,119985,13023,14295,23577
11/2/19,,,,,,,,,,
11/3/19,,,,,,,,,,
11/4/19,26286,30060,10403,38722,59404,34082,119740,13047,14296,23820
11/5/19,26314,30113,10419,38959,60058,34261,119421,13035,14313,23630
11/6/19,26694,30398,10403,39198,60804,33924,119554,13009,14329,23767
11/7/19,26906,30403,10431,38928,61716,33943,119698,13036,14287,23695
11/8/19,27046,30463,10441,38837,63194,33601,120073,12993,14322,23593
11/9/19,,,,,,,,,,
11/10/19,28089,31184,10651,39888,60011,34487,119747,14568,14743,24410
11/11/19,28145,30750,10425,40499,61368,34231,119598,13026,14386,23872
11/12/19,28129,30567,10441,41235,59309,34118,119566,13071,14273,23943
11/13/19,28608,30601,10417,41278,61187,34533,119725,13043,14259,24010
11/14/19,29192,30676,10418,40788,60528,34499,119132,13062,14387,24050
11/15/19,29018,30495,10416,40625,59988,34930,119533,13071,14287,24127
11/16/19,,,,,,,,,,
11/17/19,,,,,,,,,,
11/18/19,29281,30769,10393,39053,58080,34396,119282,13053,14277,24290
11/19/19,29510,30612,10393,38388,57541,34713,119152,13055,14303,24385
11/20/19,29801,30479,10400,38897,55671,34771,119432,13054,14273,24398
11/21/19,29972,30412,10415,37957,54294,34737,119322,13012,14317,24379
11/22/19,30088,30752,10456,37290,54036,34803,119368,13002,14381,24557
11/23/19,,,,,,,,,,
11/24/19,,,,,,,,,,
11/25/19,30228,30679,10426,36338,51765,35011,119574,12975,14404,24711
11/26/19,30013,30649,10438,35930,49211,35352,119079,13076,14267,24781
11/27/19,30153,30700,10437,34673,49693,35069,119587,13104,14389,24810
11/28/19,30214,30530,10450,34882,46978,35031,119423,13089,14311,24844
11/29/19,30438,30780,10437,34021,49750,35239,119651,13093,14419,25066
11/30/19,,,,,,,,,,
12/1/19,,,,,,,,,,
12/2/19,30814,30660,10434,33172,47183,34921,119350,13045,14519,25182
12/3/19,31258,30760,10438,32704,45853,34634,119450,13042,14338,25215
12/4/19,31422,30614,10427,31855,46158,34852,119483,13081,14296,25332
12/5/19,31119,30809,10439,32024,45364,34808,119544,13055,14322,25338
12/6/19,31596,30928,10445,31870,45727,34620,120055,13045,14324,25361
12/7/19,,,,,,,,,,
12/8/19,,,,,,,,,,
12/9/19,32274,30988,10417,31932,45654,34598,119274,13073,14324,25243
12/10/19,32251,30926,10510,30149,44287,34588,119410,13084,14379,25536
12/11/19,32610,31090,10511,31307,43734,34787,119457,13058,14351,27027
12/12/19,32636,30801,10477,31068,44039,34730,119852,13117,14338,25744
12/13/19,33078,30847,10520,30729,42810,35094,119869,13150,14276,25876
12/14/19,,,,,,,,,,
12/15/19,,,,,,,,,,
12/16/19,33162,31025,10525,31871,42435,35050,119694,13078,14328,26044
12/17/19,33653,30744,10511,31444,41783,34611,119775,13069,14321,26026
12/18/19,34168,30763,10507,31660,42054,34676,119848,13109,14336,26190
12/19/19,34557,31057,,32203,42644,34542,119630,13108,14350,26426
12/20/19,35337,31360,,31538,41087,35044,119619,13116,14402,26328
12/21/19,,,,,,,,,,
12/22/19,,,,,,,,,,
12/23/19,36469,31393,10518,32513,43535,35235,119773,13110,14376,26356
12/24/19,,,,,,,,,,
12/25/19,,,,,,,,,,
12/26/19,36777,31267,10516,32864,43303,35321,119726,13174,14437,26265
12/27/19,36994,31225,10513,32831,43791,35249,120480,13103,14378,26214
12/28/19,,,,,,,,,,
12/29/19,36616,31165,,32557,43251,34608,120108,13100,14658,25767
12/30/19,36603,31251,10501,32511,43958,35094,119720,13126,14381,26224
12/31/19,36263,31342,10480,33508,43189,35369,119700,13138,14394,26123
1/1/20,30100,27700,,32200,46200,34650,118900,13200,13550,24150
1/2/20,36577,31268,10693,36932,43920,34368,119532,13217,14383,26136
1/3/20,35929,31433,10678,35902,44056,34436,119734,13221,14416,26113
1/4/20,,,,,,,,,,
1/5/20,,,,,,,,,,
1/6/20,36001,31524,10652,38153,48436,33817,119229,13318,14459,25945
1/7/20,36122,31811,10598,38457,49808,33776,118610,13383,14361,26101
1/8/20,36102,31857,,37681,49343,33471,118496,13451,14378,25998
1/9/20,35991,31950,10711,37709,49092,35254,119171,13426,14344,25936
1/10/20,36060,32524,10615,38748,49312,33574,119017,13469,14365,26025
1/11/20,,,,,,,,,,
1/12/20,,,,,,,,,,
1/13/20,36597,32907,10574,40550,51362,33335,119416,13604,14354,25639
1/14/20,36549,33373,10603,40702,53648,33285,119599,13659,14384,25726
1/15/20,36375,33298,10599,40636,54770,32787,118919,13653,14382,25878
1/16/20,36480,33251,10615,41208,56750,32816,119051,13703,14411,25923
1/17/20,36198,33572,10624,42075,57854,33105,119116,13729,14511,25611
1/18/20,,,,,,,,,,
1/19/20,,,,,,,,,,
1/20/20,37143,33972,10568,42445,61153,32641,119147,13816,14471,25580
1/21/20,37214,34192,10643,42890,62804,32851,119035,13829,14554,25623
1/22/20,36967,34479,10659,42804,64740,32339,118997,13857,14616,25467
1/23/20,36897,34302,10555,43442,67554,32582,118660,13832,14496,25465
1/24/20,37137,34645,10576,41858,65439,32154,118950,13897,14560,25420
1/25/20,,,,,,,,,,
1/26/20,32000,34000,,60000,70000,32000,90000,14000,14000,22000
1/27/20,37617,34673,10546,43349,66197,32761,118980,13879,14563,25395
1/28/20,37993,34715,10524,44308,67602,32853,119172,13835,14590,25358
1/29/20,37705,34556,10549,43954,67013,32552,119101,13873,14589,25069
1/30/20,37779,34927,10606,44437,67449,32502,119512,13893,14571,25066
1/31/20,38512,35057,10641,44305,67936,32722,119252,13899,14566,25101
2/1/20,,,,,,,,,,
2/2/20,,,,,,,,,,
2/3/20,39679,44222,10631,45834,67228,32443,118720,13917,14516,25365
2/4/20,40426,47492,10540,45780,67369,32556,119521,13945,14566,25213
2/5/20,40881,50137,10589,46824,65853,32397,119022,13989,14538,25012
2/6/20,40620,51532,10571,46514,65028,32624,119453,14017,14613,25055
2/7/20,40782,52611,10664,46186,65248,32499,119105,14016,14591,25085
2/8/20,56000,60000,,30000,60000,31000,120000,15000,16000,27200
2/9/20,,,,,,,,,,
2/10/20,40917,54958,10605,46362,62382,32934,118759,14026,14623,25235
2/11/20,41428,54420,10566,44827,61467,33191,119581,14058,14696,25251
2/12/20,40671,53811,10647,44346,59015,33177,119322,14022,14636,25227
2/13/20,40573,52214,10571,44306,58671,33272,118674,14045,14607,25289
2/14/20,40444,51133,10578,43770,58227,33635,118760,14080,14619,25400
2/15/20,,,,,,,,,,
2/16/20,,,,,,,,,,
2/17/20,39060,47577,10597,42947,52973,33886,118518,14183,14645,25734
2/18/20,38462,46463,10586,42993,51428,34075,119233,14223,14655,25333
2/19/20,37747,45818,10590,43735,50909,34457,118967,14204,14622,25667
2/20/20,37594,45515,10676,44298,47463,34180,119475,14239,14644,25561
2/21/20,37426,45520,10608,44360,46878,34193,119233,14284,14661,25610
2/22/20,40000,,,20000,28000,31000,120000,15000,16000,27200
2/23/20,,,,,,,,,,
2/24/20,37070,44574,10705,46034,44266,34276,119024,14469,14661,25713
2/25/20,36724,44386,10590,44335,43942,34093,118858,14426,14640,25784
2/26/20,36574,43817,10587,43678,43652,33706,118963,14420,14600,25803
2/27/20,35675,43383,10619,40879,42804,33753,119051,14275,14543,25771
2/28/20,35995,43638,10584,41870,43315,33405,119002,14518,14620,25695
2/29/20,53900,69900,,123900,143900,28900,,12490,16990,26850
3/1/20,,,,,,,,,,
3/2/20,35887,43703,10608,40612,42118,33277,119535,14734,14691,25842
3/3/20,35969,42796,10610,39813,43395,32961,119699,14751,14718,25697
3/4/20,35990,43612,10609,39993,40804,33101,119466,15017,14693,25753
3/5/20,36080,43300,10607,39415,41085,32926,119101,15345,14688,25873
3/6/20,35907,43615,10620,38953,41266,32843,119162,15711,14706,25815
3/7/20,,,,,,,,,,
3/8/20,53900,58900,,123900,143900,28900,145000,13245,16990,29425
3/9/20,36832,43479,10625,38409,41479,32886,119089,16222,14646,25901
3/10/20,36936,43696,10748,37952,41852,32487,119364,16396,14705,25870
3/11/20,37052,43316,10652,37397,41812,32452,119526,16497,14701,25796
3/12/20,36855,42729,10652,36471,41443,32681,119462,16658,14739,25742
3/13/20,36555,42519,10629,35878,42046,32547,119369,16734,14740,25831
3/14/20,,,,,,,,,,
3/15/20,,,,,,,,,,
3/16/20,37211,42647,10601,34539,43554,32918,118793,16856,14691,26026
3/17/20,36991,42434,10647,34616,45548,32595,119289,17014,14749,25830
3/18/20,37085,42365,10633,34366,46177,32572,119636,17065,14666,25898
3/19/20,37537,42621,10613,32799,47878,33075,119369,17127,14701,26112
3/20/20,37285,42223,10676,32683,47821,32884,119521,17347,14742,26284
3/21/20,,,,,,,,,,
3/22/20,,,,,,,,,,
3/23/20,38346,42432,10651,31875,47625,32708,119469,17439,14705,26170
3/24/20,38582,43048,10675,32091,48132,32262,119371,17752,14706,26339
3/25/20,47000,48750,,32750,40958,35375,124583,18250,15667,29317
3/26/20,39283,43384,10721,32896,49909,31768,119550,18016,14682,26401
3/27/20,39660,43719,10721,32750,50245,31910,119530,18188,16920,26523
3/28/20,,,,,,,,,,
3/29/20,,,,,,,,,,
3/30/20,41320,44526,10728,33377,51800,31694,118744,18304,14718,26353
3/31/20,41540,44097,10736,32233,51065,31370,119593,18280,14630,26580
4/1/20,42007,44152,10766,31933,51664,30911,119219,18326,14678,26761
4/2/20,42437,43997,10796,31910,53149,31317,119499,18262,14713,26215
4/3/20,42448,43894,10785,31121,54460,30533,119528,18433,14727,26222
4/4/20,,,,,,,,,,
4/5/20,,,,,,,,,,
4/6/20,41940,43546,10637,31306,53630,30702,119395,18611,14758,26299
4/7/20,41883,44367,10689,31259,53302,30248,119406,18723,14750,26672
4/8/20,42045,43833,10716,30261,53788,30144,119645,18708,14847,26679
4/9/20,42545,43987,10688,29588,52797,30359,117812,18622,14846,27434
4/10/20,41600,41600,9200,27200,65000,31000,114667,18500,14500,27320
4/11/20,36000,32000,,0,37500,26250,110000,17500,11500,22175
4/12/20,,,,,,,,,,
4/13/20,42476,43180,10713,29418,49592,30561,119444,18574,14884,27595
4/14/20,42569,42910,10664,29518,48631,30317,119437,18611,14822,27547
4/15/20,42365,42409,10668,29411,47718,30064,120047,18541,14810,27460
4/16/20,42225,42213,10681,29073,46830,30091,119118,18585,14799,26718
4/17/20,42440,41361,10674,28754,46014,29336,119518,18533,14839,27546
4/18/20,41500,37500,,35000,39000,28000,130000,19500,14000,11900
4/19/20,,,,,,,,,,
4/20/20,43048,40790,10693,29086,44516,29274,120016,18451,14837,27335
4/21/20,43166,40186,10668,29250,44141,29356,119827,18411,14855,27242
4/22/20,43001,39390,10633,30502,45069,29370,120792,18439,14885,27138
4/23/20,43657,39169,10690,31281,42983,29088,120661,18368,14873,26370
4/24/20,43764,38845,10638,30156,41896,29133,120178,18301,14875,27045
4/25/20,,,,,,,,,,
4/26/20,,,,,,,,,,
4/27/20,44544,38018,10634,31270,41157,29087,119685,18090,14852,26942
4/28/20,45228,37523,10662,31207,41090,28951,119697,18039,14851,26901
4/29/20,45548,37494,10633,30875,39117,29044,119533,17988,14854,26936
4/30/20,46054,37224,10700,29652,38650,29068,119681,17878,14933,26876
5/1/20,45397,36023,10726,28865,34700,29240,120690,17794,15315,25931
5/2/20,49500,36000,,27500,32500,31000,117500,19750,13000,24500
5/3/20,,,,,,,,,,
5/4/20,47675,36563,10669,27652,36689,29015,119575,17735,14763,26604
5/5/20,48504,36288,10678,28635,36322,29387,119902,17725,14784,26399
5/6/20,48815,36360,10669,28214,36091,29431,119812,17615,14777,26295
5/7/20,46667,35793,,24581,32115,29047,120313,17172,15037,24695
5/8/20,49449,36025,10638,27366,35103,29574,119723,17431,14788,26137
5/9/20,,,,,,,,,,
5/10/20,,,,,,,,,,
5/11/20,51038,35457,10660,27116,36062,30490,119748,17420,14770,26026
5/12/20,51406,35386,10661,27304,36557,31680,119794,17330,14793,25822
5/13/20,51815,34624,10656,27053,36065,32248,119919,17228,14781,24969
5/14/20,51836,34621,10646,26673,35409,32667,120011,17182,14768,25278
5/15/20,52207,34162,10643,26282,33386,33180,120208,17150,14789,25139
5/16/20,62500,47500,,75000,75000,40000,142500,19000,17000,32000
5/17/20,,,,,,,,,,
5/18/20,53589,33364,10663,26263,32773,34149,120453,16968,14798,25204
5/19/20,54452,32929,10667,26448,33395,34519,120346,16883,14766,25235
5/20/20,55585,32372,10761,27531,34284,35012,121584,16815,14745,25489
5/21/20,54277,32926,11189,27187,32705,33999,127752,16373,14769,24401
5/22/20,55990,32095,10701,29842,35831,35309,126967,16413,14792,24509
5/23/20,56593,33061,11103,31726,36907,36592,132702,16423,14840,24517
5/24/20,59875,41000,10290,28889,41000,37889,127143,17313,15286,24938
5/25/20,60300,35800,10992,34286,41263,36474,125688,16786,15235,24665
