Date,Shallot,Garlic,Rice,Chili pepper,Cayenne pepper,Broiler meat,Topside beef,Granulated sugar,Cooking oil,Chicken egg
1/12/17,36657,38921,10558,43877,84676,33279,112856,14090,14477,23656
1/13/17,36449,38955,10573,44833,85742,33064,113016,14104,14471,23744
1/14/17,36176,38831,10582,44531,85964,33230,114285,14074,14866,23672
1/15/17,36265,39066,10593,45353,86839,33172,114285,14066,14874,23632
1/16/17,36016,38607,10571,44739,92261,33062,114119,14026,14486,23521
1/17/17,35970,38446,10583,43913,93143,33286,112256,14041,14476,23452
1/18/17,35868,38200,10596,43201,90997,33394,114266,14068,14517,23405
1/19/17,35639,38232,10649,43547,91352,33329,114829,14053,14436,23430
1/20/17,35592,38128,10684,44421,90827,33306,112881,14037,14470,23329
1/21/17,35769,38265,10653,44531,93036,33213,114418,14059,14835,23318
1/22/17,35666,38309,10653,44547,93571,33081,114418,14044,14835,23307
1/23/17,35280,38172,10668,46555,92889,32918,114768,14027,14433,23269
1/24/17,35195,38052,10692,45985,96405,33001,114766,13954,14431,23207
1/25/17,34851,38156,10655,45708,96144,32667,112858,13935,14452,23222
1/26/17,34718,38351,10673,44965,95511,32486,114672,13898,14927,23157
1/27/17,34516,38350,10688,45112,95487,32357,113250,13829,14933,23163
1/28/17,34853,38368,10667,44984,98286,32412,114624,13912,14831,23428
1/29/17,34794,38500,10661,45609,97571,32441,114476,13838,14847,23379
1/30/17,34531,38289,10723,46547,95356,31910,114500,13903,14466,23053
1/31/17,34010,38371,10680,45764,93723,31688,115235,13925,14461,22918
2/1/17,34101,38323,10687,45710,94145,31478,114892,13918,14416,22854
2/2/17,34321,38330,10676,45385,95520,31377,114839,13915,14400,22836
2/3/17,34296,38331,10635,45695,94496,30987,113986,13929,14395,22803
2/4/17,34147,38191,10667,46000,95607,31099,115191,13941,14888,23043
2/5/17,33956,38162,10676,46461,96125,31157,115118,13941,14709,23043
2/6/17,34715,38947,10689,46532,101755,30419,115800,13896,14405,22707
2/7/17,35068,38826,10595,46751,104433,30442,115825,13882,14442,22611
2/8/17,35394,39009,10613,46167,106561,30104,114305,13846,14881,22561
2/9/17,35571,39343,10638,45594,106853,30139,115702,13890,14964,22628
2/10/17,35779,39750,10581,44667,105755,29983,115751,13875,14925,22534
2/11/17,35838,39706,10674,44141,107714,30176,115515,13949,14845,22685
2/12/17,35868,39588,10647,44922,108393,30147,115485,13935,14906,22846
2/13/17,36972,40011,10602,42185,104921,29736,115653,13835,14901,22429
2/14/17,37006,39865,10640,42248,104943,29730,115702,13837,14791,22393
2/15/17,36324,39715,10663,41197,105714,29583,115529,13794,14600,22132
2/16/17,37441,39723,10648,42451,106040,29583,115408,13843,14821,22404
2/17/17,37244,39993,10686,42386,106743,29624,115604,13841,14829,22355
2/18/17,37368,39691,10654,42047,107607,29662,115294,13899,14853,22625
2/19/17,37250,39676,10654,41641,107393,29706,115368,13906,14869,22671
2/20/17,37688,40151,10665,42286,109510,29561,115751,13886,14842,22324
2/21/17,37697,40089,10668,41777,109344,29479,115751,13883,14883,22293
2/22/17,37423,39984,10677,41026,109630,29611,115604,13869,14883,22374
2/23/17,37510,40062,10704,41486,108395,29645,115751,13866,14920,22255
2/24/17,37648,40131,10721,40691,107216,29516,115530,13848,14880,22255
2/25/17,37574,40588,10654,40219,109786,29402,115265,13882,14923,22385
2/26/17,37441,40265,10694,40250,110893,29549,115265,13890,14923,22363
2/27/17,37848,39773,10683,40680,109846,29637,115800,13810,14889,22253
2/28/17,37527,39832,10687,40592,110765,29622,115751,13838,14886,22189
3/1/17,38076,39872,10700,40656,111309,29562,115751,13831,14899,22144
3/2/17,38079,39842,10724,40237,110415,29459,115653,13835,14912,22096
3/3/17,38225,39759,10681,39907,110987,29448,115506,13839,14912,22111
3/4/17,38529,39721,10682,39750,113821,29637,114882,13853,15041,22278
3/5/17,38279,39706,10695,39523,114625,29725,115147,13860,15033,22250
3/6/17,39012,39749,10662,40907,115117,29185,114484,13795,14919,21933
3/7/17,39056,39740,10648,40824,115560,29087,114599,13763,14924,21814
3/8/17,39220,39689,10672,41053,115750,28791,114726,13777,14945,21778
3/9/17,39146,39654,10661,41031,114415,28668,114726,13756,14957,21833
3/10/17,39207,39619,10656,41270,113792,28671,114579,13788,14949,21886
3/11/17,39044,39485,10671,41947,112946,29196,114412,13824,15013,22036
3/12/17,38901,39651,10729,41485,112696,29255,114559,13794,14931,21992
3/13/17,39206,38942,10639,40249,110219,28960,114785,13790,15028,21825
3/14/17,39023,39086,10626,40250,109695,29145,114736,13795,14990,21790
3/15/17,38403,38820,10593,38968,107919,29282,114837,13771,15003,21808
3/16/17,38553,38887,10567,38667,107855,29463,114825,13749,15003,21863
3/17/17,38439,38735,10573,39096,106810,29482,114893,13755,14990,21900
3/18/17,38162,38632,10559,38606,106286,30034,114779,13860,15004,22193
3/19/17,38382,38779,10571,38576,106214,29843,114706,13816,15074,22096
3/20/17,37432,38754,10540,37774,95697,29540,114611,13767,14985,21864
3/21/17,37212,38650,10556,37963,94986,29434,114834,13738,14966,21903
3/22/17,37121,38535,10577,37630,92918,29488,114565,13768,14985,21903
3/23/17,37130,38603,10541,36971,90855,29405,114418,13791,14948,21795
3/24/17,36650,38533,10557,36703,84298,29316,114589,13818,14961,21774
3/25/17,36368,38294,10561,36242,84071,29755,114632,13868,15051,22049
3/26/17,36309,38338,10543,36045,83982,29828,114632,13868,15051,22060
3/27/17,36309,38374,10516,35269,81142,29320,114540,13791,14878,21847
3/28/17,36353,38412,10591,35364,81714,29730,114794,13765,14919,21854
3/29/17,35884,38349,10510,34447,78102,29491,114932,13818,14943,21743
3/30/17,35085,37781,10470,32460,69199,29802,113021,13695,14962,21980
3/31/17,35468,38373,10510,33694,77020,29339,114761,13834,14994,21731
4/1/17,35294,38412,10485,34227,75714,30108,114750,13897,14973,21943
4/2/17,35000,37971,10534,33242,76643,29765,114529,13809,15020,21593
4/3/17,34588,38558,10522,34235,67559,31250,115003,13785,14957,21463
4/4/17,35017,39088,10519,32892,64455,30881,115948,13703,14959,21907
4/5/17,35180,39191,10496,31983,63544,30320,115646,13627,14961,21613
4/6/17,34626,38919,10538,31638,62053,30553,114915,13730,14967,23174
4/7/17,34532,38840,10522,32157,63280,30647,115383,13762,14953,23083
4/8/17,34853,39853,10516,31402,69545,29895,114206,13794,15012,21719
4/9/17,34824,39662,10521,31106,71571,29836,114206,13787,15020,21738
4/10/17,34505,39814,10506,32387,63137,30786,115606,13786,14950,23767
4/11/17,34745,39983,10521,32100,61739,30648,115196,13744,14983,23651
4/12/17,34590,40052,10528,32090,60667,30695,115825,13779,14953,23813
4/13/17,34464,40292,10524,32372,60921,30582,113130,13755,14932,23765
4/14/17,34250,40235,10491,30985,67411,30198,114735,13757,14938,21655
4/15/17,34515,40199,10487,30545,64569,30118,114235,13750,14957,21990
4/16/17,34574,40015,10499,30773,66714,30485,114456,13816,14980,21893
4/17/17,33578,40348,10507,30999,59053,31101,115194,15438,14930,23654
4/18/17,33563,40667,10491,30735,59619,31224,115674,13724,14945,23701
4/19/17,33305,40823,10520,30123,57308,31339,115517,13713,15001,23708
4/20/17,33127,41005,10514,29492,57462,31292,115114,13682,15016,23876
4/21/17,33202,41171,10487,29275,57021,31079,115459,13685,14938,23755
4/22/17,33463,40985,10459,29583,61241,30996,113757,13665,14926,21729
4/23/17,33500,41000,10459,28886,63054,30555,114309,13738,14910,21816
4/24/17,33382,41221,10525,29288,63821,30722,114000,13728,14813,21759
4/25/17,32826,43438,10492,29002,53728,31333,115158,13764,14971,23655
4/26/17,32430,44395,10525,28931,53868,30940,115492,13685,14949,23813
4/27/17,33785,45918,10506,29096,53340,32079,115695,13636,14906,23801
4/28/17,32476,46699,10521,28717,52974,30927,115941,13681,14949,23849
4/29/17,32066,46257,10499,27970,56750,30556,114382,13684,15020,22286
4/30/17,32801,46132,10521,29121,61518,30505,115338,13691,15066,22119
5/1/17,32250,46353,10518,29000,62111,30436,115103,13618,15047,22140
5/2/17,31840,49213,10518,29854,53537,31188,115023,13682,14895,23855
5/3/17,31615,49933,10525,29127,53967,31236,115767,13662,14941,23924
5/4/17,31716,50279,10517,29454,54364,31285,115710,13682,14940,24038
5/5/17,31916,50782,10511,29365,54015,31113,115673,13698,14937,24078
5/6/17,32199,49485,10514,30303,60714,30843,114603,13787,15059,24040
5/7/17,31772,49809,10514,29030,59321,30608,115191,13743,15066,22196
5/8/17,31741,50644,10529,31037,55089,30871,115362,13657,14944,24410
5/9/17,31223,50995,10519,31222,54970,31842,116114,13688,14936,24225
5/10/17,31068,51125,10521,31141,53524,31472,115416,13702,14937,24358
5/11/17,31253,51618,10390,30242,60778,31239,114691,13582,14944,22538
5/12/17,31071,51422,10528,31048,53026,31321,115140,13682,14960,24627
5/13/17,31358,51289,10518,31576,58679,31281,114199,13728,15043,24354
5/14/17,31265,51824,10500,30424,57509,31224,114529,13676,15043,22912
5/15/17,30691,51927,10490,31308,51051,31823,115425,13728,14953,24445
5/16/17,30658,51657,10520,30608,50358,32056,115626,13732,14956,24814
5/17/17,30477,51613,10500,30473,50213,32212,115553,13677,14960,24785
5/18/17,30854,51989,10502,30575,50257,32280,115542,13657,14974,24995
5/19/17,30524,51808,10502,29446,48995,32179,115559,13662,14985,25153
5/20/17,30743,53324,10494,28659,52398,31571,115007,13691,15066,23190
5/21/17,30863,52912,10498,28543,52340,31510,114922,13691,14909,23200
5/22/17,30175,53016,10531,28874,47775,32564,115183,13621,14998,25305
5/23/17,29954,53551,10512,28901,48360,32727,115525,13586,15014,25334
5/24/17,30061,54340,10499,29455,48535,32633,115530,13650,14996,25166
5/25/17,30206,52465,10496,28889,54778,31613,114157,13574,15047,23375
5/26/17,29853,54618,10484,30255,48519,32515,118679,13565,14971,23793
5/27/17,30588,55235,10475,29727,53843,32209,116426,13691,15090,24982
5/28/17,30551,55221,10487,29902,54537,31783,116794,13588,15090,23213
5/29/17,30244,54695,10474,30783,52838,32680,116495,13542,14965,25467
5/30/17,30586,53852,10494,30297,51793,32608,116117,13548,14952,25556
5/31/17,30467,53209,10499,29443,51009,32785,116212,13559,14945,25532
6/1/17,30369,52426,10532,28206,55426,31729,115426,13357,14968,23024
6/2/17,30306,52194,10498,28631,47662,32201,116978,13475,14939,23573
6/3/17,30316,51529,10487,27727,51639,31515,115544,13522,15105,23065
6/4/17,30419,51831,10487,27523,50204,31603,115544,13544,15090,23106
6/5/17,30553,50492,10502,26960,42536,31718,116767,13499,15022,23328
6/6/17,30517,50203,10493,27348,42497,31531,116256,13539,15028,25192
6/7/17,30710,50321,10504,26953,43349,31467,116188,13474,15028,25213
6/8/17,30762,48965,10502,26751,42990,31258,116143,13532,15029,25168
6/9/17,30867,48573,10498,26727,42444,31187,116051,13533,15066,25079
6/10/17,31074,49029,10479,25773,46167,30331,115574,13640,15059,22854
6/11/17,31162,48529,10487,25364,45907,30449,115544,13581,15090,22850
6/12/17,31340,46802,10507,26923,42466,31143,116368,13484,15061,25012
6/13/17,31200,46541,10498,26784,42946,31019,116275,13496,15077,25221
6/14/17,31385,45808,10500,26601,43221,30997,116312,13506,15063,25057
6/15/17,31297,44488,10513,26871,41323,30576,116714,13526,15061,24956
6/16/17,31596,44053,10511,26128,42813,30643,117111,13447,15068,23479
6/17/17,32044,44294,10512,25144,45167,30581,115397,13559,14871,23028
6/18/17,32338,44426,10537,25288,45889,30596,115250,13537,15090,22985
6/19/17,31880,40774,10524,27787,43016,31566,117529,13530,14991,25005
6/20/17,32196,39685,10513,28916,43308,32119,117889,13466,15015,24930
6/21/17,32965,39192,10517,30475,44077,32268,118456,13401,15010,25064
6/22/17,33320,37895,10573,31836,46797,33323,119386,13439,14997,25058
6/23/17,34350,38773,10535,32045,51694,32595,120365,13439,14962,22929
6/24/17,35650,38739,10503,32657,50807,33673,122676,13372,15050,23111
6/25/17,36074,38118,10514,32189,53889,33209,121742,13485,15063,22988
6/26/17,36059,38691,10550,32212,54407,32988,121176,13478,15047,22929
6/27/17,35786,39918,10499,33180,53836,33710,122025,13457,15089,23113
6/28/17,36035,40186,10508,32955,51681,33103,120118,13422,15058,23076
6/29/17,35829,40085,10515,32519,51130,32868,120346,13442,15054,23189
6/30/17,35793,39552,10497,31619,51389,32924,119615,13389,15049,23029
7/1/17,36096,39946,10484,31885,52263,32538,119848,13423,15060,22979
7/2/17,36425,40287,10493,30985,52167,32365,119333,13453,15067,22988
7/3/17,35852,36874,10528,29343,44943,32586,116931,13431,14971,24929
7/4/17,36019,36884,10517,29284,45781,32527,116953,13430,14984,24813
7/5/17,36230,36012,10537,28876,45647,32678,117045,13422,14969,24719
7/6/17,36394,35169,10519,28859,46015,32457,117094,13425,14958,24684
7/7/17,37430,34408,10537,29329,49005,32534,117253,13473,14958,24330
7/8/17,38441,35691,10501,28394,50741,31463,116544,13478,15012,22778
7/9/17,38456,35824,10510,28674,50926,31574,116544,13500,14996,22859
7/10/17,38159,33897,10523,29764,47867,32433,117135,13416,14951,24708
7/11/17,37849,33879,10519,30110,48572,31963,117094,13430,14962,24892
7/12/17,37386,33080,10526,29988,48154,32039,116904,13461,14959,24742
7/13/17,37347,33292,10525,30255,50581,31829,116940,13407,14944,24834
7/14/17,37187,33174,10522,30103,49620,31690,116810,13387,14914,24991
7/15/17,37046,33935,10547,29108,54221,30821,116397,13331,14956,22801
7/16/17,36443,34215,10547,29244,54841,30828,116360,13360,17083,22943
7/17/17,36531,33197,10472,30097,50726,31767,117047,13358,14959,25046
7/18/17,37054,33782,10542,30685,51379,32029,117050,13347,14972,25475
7/19/17,36589,33277,10535,30787,50872,31722,116865,13326,14961,25573
7/20/17,36787,33367,10537,31013,52325,31435,116957,13347,14957,25402
7/21/17,36497,33651,10575,30728,51471,31921,117188,13375,14962,24874
7/22/17,36700,34081,10549,30410,55641,30781,116495,13350,15001,23236
7/23/17,36185,34076,10538,30324,55663,30840,116515,13331,14988,23249
7/24/17,35635,32836,10501,31530,49429,31966,116964,13321,14946,25313
7/25/17,35298,32770,10540,31495,50209,32082,117064,13323,14935,25171
7/26/17,34524,33050,10540,32251,50879,31844,117207,13297,14959,23830
7/27/17,33923,32167,10527,31670,51401,32312,117014,13311,14982,25421
7/28/17,34188,32262,10521,30788,48522,32468,116869,13319,14957,25497
7/29/17,33843,31998,10507,30277,50715,31700,116371,13371,14980,23638
7/30/17,33607,31725,10518,30202,50548,31840,118147,13385,14988,23579
7/31/17,33156,33526,10525,30637,48926,33243,117256,13310,15000,25166
8/1/17,32781,33108,10536,30346,47258,33004,117570,13330,14870,25304
8/2/17,32573,32836,10548,30486,46978,33485,117720,13309,14991,25230
8/3/17,32245,31134,10569,30082,46514,33313,117950,13305,14989,25043
8/4/17,32158,30722,10557,29820,46389,33256,117870,13285,14989,25166
8/5/17,32015,30047,10537,29152,48121,32447,117500,13375,15012,23243
8/6/17,31868,30250,10529,29280,49402,32848,117852,13338,15105,23300
8/7/17,31600,30640,10558,31450,45319,33847,117706,13271,15045,25278
8/8/17,31532,30478,10550,31046,44751,33824,117538,13290,15037,25107
8/9/17,31301,30386,10547,31711,43372,33979,117538,13294,15023,24978
8/10/17,31166,30516,10560,31218,42766,34103,117259,13280,15018,25102
8/11/17,30699,30341,10552,30930,42575,33790,117102,13268,15034,25173
8/12/17,30727,29968,10403,28773,45038,33016,116094,13341,15105,23058
8/13/17,30621,30455,10532,29295,44870,32897,116970,13385,15066,23154
8/14/17,30747,30378,10550,30053,40588,33635,117445,13270,15013,24905
8/15/17,30561,29569,10559,29696,39745,33575,117182,13252,15037,24835
8/16/17,30254,29414,10575,29877,39011,33439,117084,13185,14979,24941
8/17/17,30941,29605,10592,28469,39935,32728,117235,13316,14977,22990
8/18/17,29719,29183,10551,30016,37864,33415,117072,13206,14979,24947
8/19/17,30029,29348,10572,28455,40778,32647,117303,13346,15090,22884
8/20/17,29868,29364,10572,28500,39944,32750,117386,13343,15012,22962
8/21/17,28836,28727,10538,29997,37306,33017,117275,13222,15028,23248
8/22/17,28733,28845,10540,29970,37049,32520,117308,13220,15024,23289
8/23/17,28806,28661,10540,29338,37192,32967,116995,13208,15035,23295
8/24/17,28513,28474,10542,28250,35224,32504,116605,13197,15019,22840
8/25/17,28587,28751,10548,29314,36591,32679,117096,13152,15074,23314
8/26/17,28647,28712,10521,28030,37111,31706,116773,13360,15133,22879
8/27/17,28750,31897,10547,28121,37389,31765,116924,13375,17163,22894
8/28/17,28094,28537,10549,29359,37430,32031,117280,13140,15077,23346
8/29/17,28112,28324,10555,29529,36876,32527,117266,15069,15087,23256
8/30/17,28266,28428,10571,30608,37103,32986,117991,13138,15061,23338
8/31/17,28190,28295,10541,31725,37340,32953,119995,13132,15097,23361
9/1/17,27691,27922,10482,29894,38056,32412,119848,13250,15106,22740
9/2/17,28184,28144,10542,30394,38750,31985,115030,13250,15163,22616
9/3/17,28250,28469,10524,30561,38222,31912,118258,13331,17951,22765
9/4/17,28052,27928,10532,31470,38571,32665,116937,13132,15087,23395
9/5/17,27996,27898,10567,31670,37699,32589,116820,13110,15087,23392
9/6/17,27694,27585,10558,30766,37603,32629,116736,13118,15077,22935
9/7/17,27750,27475,10556,30774,36687,32486,116955,13108,15056,23167
9/8/17,27297,27452,10563,30045,36186,32009,116858,13096,15051,23119
9/9/17,27544,27617,10534,29598,36685,31044,116899,13213,15133,22804
9/10/17,27721,27594,10534,29735,36685,31176,116924,13221,15163,22840
9/11/17,27278,27190,10551,30584,36189,31936,116887,13086,15093,23255
9/12/17,27005,27196,10547,30574,35238,32100,116984,13098,15101,23222
9/13/17,27076,27033,10503,30827,35186,31900,116884,13082,15084,23258
9/14/17,26974,26965,10564,30527,35046,31720,116676,13072,15047,23252
9/15/17,26817,26758,10603,29956,35008,31662,116740,13078,15088,23016
9/16/17,26484,26281,10601,29065,34923,30328,117048,13211,14998,22703
9/17/17,26809,26656,10604,29000,35214,30618,116924,13228,15072,22787
9/18/17,26717,26678,10575,30615,34667,32163,116964,13107,15107,23287
9/19/17,26449,26403,10569,31104,34759,31889,116882,13048,15077,23414
9/20/17,26511,26730,10572,30649,34624,32026,116948,13068,15066,23300
9/21/17,26794,26156,10571,29088,33589,30929,116029,13169,15015,22726
9/22/17,25719,25941,10559,30490,33619,31304,116695,13043,15066,23313
9/23/17,26382,25826,10537,29463,33352,30588,116773,13147,15095,22841
9/24/17,26561,26379,10654,29674,34250,30455,116984,13220,15105,22855
9/25/17,25544,26250,10572,30252,33407,31625,116826,13073,15077,23182
9/26/17,25247,25984,10580,30220,33342,31377,116862,13015,15070,23377
9/27/17,25110,25703,10557,29680,32489,31167,116983,12986,15082,23329
9/28/17,25317,25777,10575,29364,31940,31194,116849,12913,15097,23148
9/29/17,25163,25605,10559,30225,32974,31360,116756,12971,15104,23391
9/30/17,25926,25516,10544,29007,33259,30447,116439,13096,15072,23084
10/1/17,25971,25844,10544,29213,33259,30271,116515,13140,15110,23159
10/2/17,24607,25130,10579,31444,32550,31102,116831,12940,15086,23159
10/3/17,24196,25030,10589,31687,32580,30686,116966,12918,15086,23197
10/4/17,24065,25121,10577,31864,32363,30694,116664,12920,15121,22980
10/5/17,23918,25086,10580,32999,34594,30557,116713,12957,15053,23047
10/6/17,23853,24783,10609,32863,33661,30625,116743,12979,15096,23035
10/7/17,24515,25048,10685,32258,32962,30023,116875,13053,15145,22439
10/8/17,24636,25081,10661,32379,32827,29836,116797,13015,15101,22470
10/9/17,23429,24489,10601,34035,32330,30546,116824,12958,15100,23018
10/10/17,23408,24185,10595,34356,31572,30476,116769,12936,15110,22973
10/11/17,23239,24423,10622,32719,30921,30432,116933,12976,15085,22718
10/12/17,23175,24069,10620,33136,30558,30474,117168,12888,15085,22775
10/13/17,23034,24182,10610,33473,30821,30545,116880,12878,15076,22912
10/14/17,24297,24500,10604,31109,29442,29672,116403,13125,15181,22488
10/15/17,24221,24289,10570,31816,30982,29809,116894,13088,15170,22528
10/16/17,22905,23901,10594,32656,30210,30317,116916,12895,15059,22944
10/17/17,22870,23494,10657,32708,31263,30675,116879,12891,14988,23085
10/18/17,22928,23802,10619,32580,31097,30445,116737,12880,15078,23161
10/19/17,22833,23388,10630,32541,31392,30383,117399,12895,15088,22668
10/20/17,22694,23242,10628,31975,29906,30220,116371,12837,15078,22825
10/21/17,23353,23191,10550,31603,29679,29934,116691,12887,15114,22031
10/22/17,23882,23765,10612,31294,29696,29973,116591,12934,15140,22341
10/23/17,22487,22874,10638,30526,29892,30369,116997,12800,15106,22956
10/24/17,22736,23126,10612,30126,29575,30497,116996,12811,15073,23203
10/25/17,22734,22940,10631,30295,30003,30245,116975,12864,15073,22688
10/26/17,22990,23321,10619,29970,29685,30770,116965,12856,15094,22809
10/27/17,22787,23129,10600,30388,29617,30707,116906,12841,15083,22947
10/28/17,23243,23242,10571,29703,29523,29999,116838,12909,15106,22163
10/29/17,23603,23652,10621,30007,29979,30285,116818,12926,15155,22291
10/30/17,22693,22584,10656,29224,29095,30334,116503,12829,15098,22802
10/31/17,23168,22734,10634,29332,29801,30388,116392,12816,15093,22983
11/1/17,23178,22655,10633,28484,29348,30398,116403,12773,15088,22856
11/2/17,23662,23113,10633,28556,30655,30349,117357,12778,15078,22802
11/3/17,23625,22809,10623,28853,29649,31005,116651,12795,15062,22856
11/4/17,23456,22702,10560,28926,28994,29736,116667,12939,15067,22433
11/5/17,23554,23081,10618,29275,29685,30111,116591,12900,15102,22337
11/6/17,23657,22487,10669,30140,32042,31426,116918,12815,15080,22703
11/7/17,23994,22450,10647,30235,32546,30887,116713,12773,15080,22874
11/8/17,24028,22328,10652,30200,32617,30844,116856,12811,15090,22871
11/9/17,24113,22198,10647,30354,32125,30890,116433,12780,15097,22903
11/10/17,24528,22624,10629,30544,32772,30868,116451,12768,15043,23012
11/11/17,25053,23573,10440,29624,31765,29545,115391,12866,14968,22350
11/12/17,25162,23338,10609,29578,31851,30015,116136,12843,15082,22288
11/13/17,24612,22558,10646,32229,33738,30978,116856,12792,15083,22834
11/14/17,24677,22376,10710,33271,33217,30958,116708,12794,15060,22888
11/15/17,24844,22542,10713,32847,34165,30807,116879,12763,15043,22883
11/16/17,25095,22507,10726,33719,34045,31136,116905,12753,15020,23134
11/17/17,25210,22863,10706,33643,33616,31215,117034,12785,15081,22946
11/18/17,25313,23328,10563,31187,32315,30480,116875,12828,15118,22376
11/19/17,25564,23348,10614,31299,33482,30304,116742,12843,15117,22407
11/20/17,25400,23273,10734,33947,34178,31198,117151,12782,15087,23158
11/21/17,25459,23195,10747,34242,33821,31276,116921,12781,15100,23095
11/22/17,25424,23396,10749,34423,34046,30908,117361,12756,15098,23218
11/23/17,25291,23157,10744,34759,33915,31049,116862,12753,15072,23243
11/24/17,25404,23141,10740,34156,32687,31466,116957,12741,15080,23160
11/25/17,26029,23549,10699,33029,32131,30250,116818,12879,15110,22719
11/26/17,25706,23550,10672,33368,31082,30338,116818,12857,15155,22785
11/27/17,25458,23349,10758,34433,33090,31878,117118,12791,15033,23174
11/28/17,25575,23385,10771,35441,32467,31698,117040,12793,15037,23728
11/29/17,25675,23095,10762,35303,33393,30800,117723,12786,15102,23558
11/30/17,25610,23081,10763,35624,34062,31544,117316,12747,15078,23823
12/1/17,24848,23455,10765,32621,30643,30422,116061,12932,15290,23515
12/2/17,25637,23779,10665,33775,31643,30686,117121,12877,15148,23522
12/3/17,25485,24005,10672,33353,31679,30765,117348,12857,15155,23500
12/4/17,25356,23286,10737,36239,33837,31617,117513,12755,15050,23925
12/5/17,25591,23384,10757,36299,32957,31395,117412,12814,15068,23842
12/6/17,25339,23177,10753,36305,33385,31778,117496,12751,15080,24224
12/7/17,25511,23508,10698,35421,34073,31981,117279,12731,15108,24273
12/8/17,25321,23287,10741,35571,33499,32181,117097,12763,15105,24401
12/9/17,25755,23662,10691,33833,31353,31067,116745,12895,15140,24046
12/10/17,25456,23574,10694,33760,31250,31464,117025,12868,15170,24148
12/11/17,25256,22872,10792,34498,32706,32205,117081,12762,15114,24893
12/12/17,25473,23130,10797,34254,32692,32475,116858,12670,15106,25092
12/13/17,25286,22887,10803,33991,33020,32109,116770,12704,15045,25081
12/14/17,25212,22926,10812,33742,33236,32750,117025,12702,15053,25199
12/15/17,25387,22925,10812,34320,34170,32916,116829,12722,15049,25605
12/16/17,25559,23545,10733,32500,31817,32062,117197,12824,15110,24906
12/17/17,25309,23576,10744,32390,31328,31841,117121,12828,15117,24699
12/18/17,25413,22653,10875,34816,36475,33196,116433,12775,15052,25750
12/19/17,25365,23165,10743,34717,38208,33253,117555,12731,15066,25723
12/20/17,25195,22856,10720,34555,37794,33241,117721,12715,15091,26150
12/21/17,25313,22983,10756,34971,39231,33384,117459,12710,15082,26081
12/22/17,25219,22834,10771,35592,41161,33601,117772,12731,15061,26240
12/23/17,25685,23282,10817,33066,39480,32811,117062,12770,15148,25754
12/24/17,25606,23408,10838,33586,40138,33036,117134,12785,15087,25811
12/25/17,25549,23455,10735,33974,41132,33476,117282,12749,15116,25738
12/26/17,25342,23377,10822,33358,39588,33218,116961,12781,15082,25566
12/27/17,25477,22989,10781,36626,47128,33841,118049,12743,15062,26179
12/28/17,25667,23113,10849,35474,48071,34024,117151,12672,15043,27192
12/29/17,25338,22818,10928,36141,49283,34282,117980,12667,15063,26720
12/30/17,25813,23355,10944,36279,48464,33644,117826,12785,15129,26369
12/31/17,25659,23521,10977,35463,46059,33749,117992,12829,15135,26590
1/1/18,25406,22803,10771,34926,45968,33881,118018,12819,15089,26312
1/2/18,25377,23018,10815,36528,50116,34571,118434,12676,15065,26957
1/3/18,25578,22692,10838,37466,52354,34191,118616,12665,15092,26545
1/4/18,25598,22771,10771,37312,51556,34871,118562,12659,15125,26444
1/5/18,25473,22921,10841,37305,50178,34575,118473,12673,15115,26744
1/6/18,25779,23044,10875,36738,48810,34143,117897,12726,15136,26172
1/7/18,25632,23118,10887,36091,46069,33885,117456,12707,15091,26509
1/8/18,25615,22989,10893,36895,50319,34803,117601,12662,15122,26460
1/9/18,25670,23123,10930,37526,48659,35041,117697,12636,15102,26280
1/10/18,25616,22894,10980,37912,48389,34941,117780,12597,15097,26343
1/11/18,25310,22966,10953,37270,48745,34857,117572,12601,15087,26010
1/12/18,25514,22857,10964,36880,49120,34693,117477,12596,15117,26079
1/13/18,25544,23042,10937,37816,47348,34380,117529,12659,15136,25662
1/14/18,25530,22864,11037,38061,47741,34179,117455,12595,15055,25518
1/15/18,25248,23017,10984,37229,46867,34416,117212,12560,15101,25886
1/16/18,25331,22842,10920,37466,47187,33819,117259,12553,15087,25753
1/17/18,25033,22949,10988,37621,46245,34157,117161,12553,15071,25618
1/18/18,24768,23064,10971,37236,46352,33691,116646,12532,15016,25625
1/19/18,24759,23260,10875,37109,45301,33586,117076,12572,15054,25518
1/20/18,25125,23265,11017,37007,44813,33849,116838,12663,15064,25135
1/21/18,24941,23187,11003,36848,44250,33871,116985,12666,15019,25321
1/22/18,24748,22983,10943,36987,45932,33542,117238,12516,15055,25350
1/23/18,24735,23215,10952,37334,44519,33467,117210,12475,15070,24999
1/24/18,24350,23194,10995,37383,44354,32949,117402,12498,15060,24935
1/25/18,24259,23239,11038,38136,44500,33240,118145,12460,15013,24857
1/26/18,24277,22968,11005,37931,43819,33197,117966,12484,14993,24921
1/27/18,24578,22927,11052,36515,42113,33108,116838,12600,14990,24558
1/28/18,24498,23232,11077,36446,42048,32676,116740,12607,15000,24521
1/29/18,24832,23011,11070,37120,42797,32675,116435,12503,15020,24836
1/30/18,24074,22844,11033,37754,43442,33032,116785,12491,15035,24613
1/31/18,24009,22719,11000,36650,41804,32622,116676,12468,15020,24635
2/1/18,24030,22935,11013,37404,42730,32387,116899,12454,15000,24661
2/2/18,24155,23146,10930,37374,42385,32414,116371,12478,15025,24410
