Tanggal,Beras,Daging Ayam,Daging Sapi,Telur Ayam,Bawang Merah,Bawang Putih,Cabai Merah,Cabai Rawit,Minyak Goreng,Gula Pasir
2017-03-27,14650.0,57500.0,122500.0,19500.0,26750.0,35000.0,21350.0,37750.0,13900.0,15100.0
2017-03-28,12550.0,44825.0,124075.0,19175.0,28125.0,36075.0,21875.0,43025.0,13725.0,14900.0
2017-03-29,10450.0,32150.0,125650.0,18850.0,29500.0,37150.0,22400.0,48300.0,13550.0,14700.0
2017-03-30,11750.0,30300.0,114700.0,20450.0,33850.0,38600.0,31250.0,57900.0,13800.0,16150.0
2017-03-31,11700.0,27500.0,117100.0,19650.0,26550.0,32000.0,23800.0,47600.0,13700.0,14550.0
2017-04-01,11666.666666666666,28016.666666666668,116116.66666666667,19616.666666666668,28583.333333333332,33900.0,25533.333333333332,48483.333333333336,13700.0,14500.0
2017-04-02,11633.333333333334,28533.333333333332,115133.33333333333,19583.333333333332,30616.666666666668,35800.0,27266.666666666668,49366.666666666664,13700.0,14450.0
2017-04-03,11600.0,29050.0,114150.0,19550.0,32650.0,37700.0,29000.0,50250.0,13700.0,14400.0
2017-04-04,11100.0,30000.0,117550.0,19550.0,32500.0,37900.0,26500.0,48900.0,13550.0,14600.0
2017-04-05,11350.0,30550.0,116750.0,19900.0,32450.0,38100.0,27200.0,47650.0,14000.0,14850.0
2017-04-06,11200.0,30050.0,117650.0,19650.0,31400.0,37450.0,25900.0,46300.0,13450.0,14450.0
2017-04-07,11300.0,29950.0,118100.0,19800.0,31100.0,37150.0,26850.0,46900.0,13550.0,14450.0
2017-04-08,11350.0,29816.666666666668,117266.66666666667,19816.666666666668,31733.333333333332,37750.0,28066.666666666668,47466.666666666664,13750.0,14616.666666666666
2017-04-09,11400.0,29683.333333333332,116433.33333333333,19833.333333333332,32366.666666666668,38350.0,29283.333333333332,48033.333333333336,13950.0,14783.333333333334
2017-04-10,11450.0,29550.0,115600.0,19850.0,33000.0,38950.0,30500.0,48600.0,14150.0,14950.0
2017-04-11,11350.0,29550.0,115450.0,20400.0,32750.0,38750.0,31650.0,49550.0,13950.0,14850.0
2017-04-12,11550.0,30100.0,116600.0,20550.0,32950.0,39300.0,31700.0,48200.0,13950.0,14850.0
2017-04-13,11550.0,30000.0,116650.0,20650.0,32700.0,39650.0,31450.0,48900.0,13950.0,14850.0
2017-04-14,11500.0,35500.0,121300.0,18300.0,30650.0,40850.0,25650.0,44550.0,13350.0,14450.0
2017-04-15,11450.0,33500.0,119466.66666666667,18900.0,31216.666666666668,40666.666666666664,26550.0,44583.333333333336,13533.333333333334,14533.333333333334
2017-04-16,11400.0,31500.0,117633.33333333333,19500.0,31783.333333333332,40483.333333333336,27450.0,44616.666666666664,13716.666666666666,14616.666666666666
2017-04-17,11350.0,29500.0,115800.0,20100.0,32350.0,40300.0,28350.0,44650.0,13900.0,14700.0
2017-04-18,11200.0,29000.0,114100.0,19850.0,31700.0,40100.0,28850.0,44350.0,13850.0,14750.0
2017-04-19,11350.0,29800.0,114550.0,20150.0,31850.0,40550.0,29700.0,43550.0,13850.0,14750.0
2017-04-20,11350.0,29800.0,115800.0,20300.0,31650.0,41000.0,29550.0,43700.0,13850.0,14700.0
2017-04-21,11350.0,29700.0,115500.0,20100.0,31550.0,41050.0,29200.0,43550.0,13850.0,14700.0
2017-04-22,10750.0,29966.666666666668,115366.66666666667,19533.333333333332,31250.0,44083.333333333336,27050.0,43933.333333333336,13666.666666666666,14633.333333333334
2017-04-23,10150.0,30233.333333333332,115233.33333333333,18966.666666666668,30950.0,47116.666666666664,24900.0,44316.666666666664,13483.333333333334,14566.666666666666
2017-04-24,9550.0,30500.0,115100.0,18400.0,30650.0,50150.0,22750.0,44700.0,13300.0,14500.0
2017-04-25,11300.0,29900.0,115450.0,21300.0,31650.0,44900.0,29500.0,42850.0,13800.0,14650.0
2017-04-26,11300.0,29650.0,116050.0,20800.0,31900.0,46050.0,30000.0,43600.0,13800.0,14600.0
2017-04-27,11300.0,29700.0,115900.0,20400.0,31650.0,46500.0,30550.0,43850.0,13800.0,14600.0
2017-04-28,11950.0,29850.0,115150.0,20500.0,31100.0,47150.0,31250.0,43500.0,13900.0,14650.0
2017-04-29,11166.666666666666,30233.333333333332,115133.33333333333,20266.666666666668,31200.0,50150.0,29350.0,43733.333333333336,13766.666666666666,14600.0
2017-04-30,10383.333333333334,30616.666666666668,115116.66666666667,20033.333333333332,31300.0,53150.0,27450.0,43966.666666666664,13633.333333333334,14550.0
2017-05-01,9600.0,31000.0,115100.0,19800.0,31400.0,56150.0,25550.0,44200.0,13500.0,14500.0
2017-05-02,11300.0,29650.0,116450.0,20400.0,31500.0,49800.0,31600.0,43600.0,13800.0,14600.0
2017-05-03,11450.0,30150.0,117000.0,20650.0,31400.0,50200.0,32500.0,44050.0,13900.0,14700.0
2017-05-04,11300.0,29750.0,116450.0,20450.0,30850.0,51050.0,30850.0,43950.0,13800.0,14600.0
2017-05-05,11500.0,30150.0,117150.0,20650.0,31050.0,50900.0,32250.0,44150.0,13900.0,14700.0
2017-05-06,11450.0,30133.333333333332,117016.66666666667,20683.333333333332,31266.666666666668,51366.666666666664,32166.666666666668,43650.0,13866.666666666666,14683.333333333334
2017-05-07,11400.0,30116.666666666668,116883.33333333333,20716.666666666668,31483.333333333332,51833.333333333336,32083.333333333332,43150.0,13833.333333333334,14666.666666666666
2017-05-08,11350.0,30100.0,116750.0,20750.0,31700.0,52300.0,32000.0,42650.0,13800.0,14650.0
2017-05-09,11350.0,30200.0,116750.0,20900.0,31750.0,52550.0,32900.0,42800.0,13800.0,14650.0
2017-05-10,11350.0,30250.0,116750.0,21050.0,31900.0,52300.0,33200.0,42900.0,13800.0,14650.0
2017-05-11,9700.0,31750.0,115100.0,21850.0,31500.0,56650.0,33000.0,45800.0,13250.0,14600.0
2017-05-12,11350.0,30450.0,116750.0,21300.0,31450.0,52000.0,33750.0,42900.0,13800.0,14650.0
2017-05-13,11333.333333333334,30633.333333333332,116616.66666666667,21400.0,31266.666666666668,51916.666666666664,33500.0,42266.666666666664,13800.0,14650.0
2017-05-14,11316.666666666666,30816.666666666668,116483.33333333333,21500.0,31083.333333333332,51833.333333333336,33250.0,41633.333333333336,13800.0,14650.0
2017-05-15,11300.0,31000.0,116350.0,21600.0,30900.0,51750.0,33000.0,41000.0,13800.0,14650.0
2017-05-16,11350.0,31400.0,116650.0,21600.0,31050.0,53550.0,33150.0,41750.0,13800.0,14650.0
2017-05-17,11350.0,31600.0,116700.0,21700.0,31050.0,53400.0,33800.0,41800.0,13800.0,14650.0
2017-05-18,11300.0,31700.0,116400.0,21900.0,30700.0,53200.0,33600.0,40950.0,13800.0,14650.0
2017-05-19,11300.0,31900.0,116450.0,22000.0,30300.0,54050.0,33350.0,40900.0,13800.0,14650.0
2017-05-20,11316.666666666666,31866.666666666668,116466.66666666667,22000.0,30283.333333333332,54283.333333333336,32933.333333333336,40666.666666666664,13800.0,14650.0
2017-05-21,11333.333333333334,31833.333333333332,116483.33333333333,22000.0,30266.666666666668,54516.666666666664,32516.666666666668,40433.333333333336,13800.0,14650.0
2017-05-22,11350.0,31800.0,116500.0,22000.0,30250.0,54750.0,32100.0,40200.0,13800.0,14650.0
2017-05-23,11550.0,31900.0,116750.0,22050.0,30350.0,55250.0,31900.0,40700.0,13950.0,14800.0
2017-05-24,11450.0,32300.0,116900.0,21950.0,30350.0,54900.0,33400.0,41400.0,13950.0,14750.0
2017-05-25,9800.0,32900.0,115100.0,22150.0,29900.0,53900.0,27300.0,40850.0,13350.0,14650.0
2017-05-26,11350.0,32250.0,119900.0,22050.0,30650.0,56600.0,33350.0,40650.0,13950.0,14750.0
2017-05-27,11350.0,32183.333333333332,119250.0,22133.333333333332,30416.666666666668,56283.333333333336,33700.0,42266.666666666664,13916.666666666666,14716.666666666666
2017-05-28,11350.0,32116.666666666668,118600.0,22216.666666666668,30183.333333333332,55966.666666666664,34050.0,43883.333333333336,13883.333333333334,14683.333333333334
2017-05-29,11350.0,32050.0,117950.0,22300.0,29950.0,55650.0,34400.0,45500.0,13850.0,14650.0
2017-05-30,11350.0,32100.0,117550.0,22350.0,30200.0,54250.0,32900.0,42900.0,13850.0,14650.0
2017-05-31,11300.0,32100.0,117350.0,22300.0,30300.0,52800.0,32300.0,41750.0,13850.0,14700.0
2017-06-01,9800.0,33150.0,115100.0,21250.0,30400.0,54400.0,23350.0,34550.0,13250.0,14650.0
2017-06-02,11350.0,32000.0,117150.0,22300.0,30250.0,50800.0,30150.0,39250.0,13950.0,14800.0
2017-06-03,11350.0,31800.0,117283.33333333333,22150.0,30633.333333333332,50266.666666666664,30083.333333333332,38800.0,13916.666666666666,14766.666666666666
2017-06-04,11350.0,31600.0,117416.66666666667,22000.0,31016.666666666668,49733.333333333336,30016.666666666668,38350.0,13883.333333333334,14733.333333333334
2017-06-05,11350.0,31400.0,117550.0,21850.0,31400.0,49200.0,29950.0,37900.0,13850.0,14700.0
2017-06-06,11350.0,31250.0,117350.0,21800.0,31600.0,49300.0,29600.0,36700.0,13850.0,14650.0
2017-06-07,11350.0,31150.0,117350.0,21650.0,31550.0,48900.0,29150.0,36150.0,13850.0,14650.0
2017-06-08,10500.0,31050.0,117400.0,21800.0,31450.0,48550.0,26850.0,35500.0,13950.0,14750.0
2017-06-09,11350.0,31000.0,117400.0,22400.0,31000.0,48800.0,25950.0,34600.0,13950.0,14750.0
2017-06-10,11333.333333333334,30233.333333333332,117466.66666666667,22100.0,31250.0,47883.333333333336,26433.333333333332,34933.333333333336,13900.0,14716.666666666666
2017-06-11,11316.666666666666,29466.666666666668,117533.33333333333,21800.0,31500.0,46966.666666666664,26916.666666666668,35266.666666666664,13850.0,14683.333333333334
2017-06-12,11300.0,28700.0,117600.0,21500.0,31750.0,46050.0,27400.0,35600.0,13800.0,14650.0
2017-06-13,11400.0,30950.0,117600.0,21550.0,31150.0,43450.0,27100.0,34800.0,13800.0,14700.0
2017-06-14,11200.0,31100.0,117950.0,21450.0,31450.0,42400.0,25850.0,34150.0,13800.0,14650.0
2017-06-15,11300.0,31100.0,117950.0,20950.0,31000.0,41900.0,24850.0,32950.0,13650.0,14600.0
2017-06-16,11200.0,30950.0,117400.0,20950.0,30850.0,40200.0,25100.0,33550.0,13750.0,14550.0
2017-06-17,11200.0,31216.666666666668,117816.66666666667,21000.0,31300.0,39683.333333333336,25833.333333333332,33783.333333333336,13733.333333333334,14550.0
2017-06-18,11200.0,31483.333333333332,118233.33333333333,21050.0,31750.0,39166.666666666664,26566.666666666668,34016.666666666664,13716.666666666666,14550.0
2017-06-19,11200.0,31750.0,118650.0,21100.0,32200.0,38650.0,27300.0,34250.0,13700.0,14550.0
2017-06-20,11200.0,32350.0,118700.0,21150.0,32250.0,38300.0,27950.0,34500.0,13700.0,14550.0
2017-06-21,11200.0,32700.0,119800.0,21250.0,32750.0,37150.0,29850.0,35550.0,13700.0,14550.0
2017-06-22,11250.0,34500.0,121700.0,21300.0,33000.0,37200.0,31150.0,37200.0,13750.0,14650.0
2017-06-23,11650.0,39000.0,127200.0,20500.0,40250.0,49900.0,29000.0,35850.0,13450.0,14500.0
2017-06-24,11364.285714285714,38771.42857142857,127600.0,20328.571428571428,39821.42857142857,52150.0,28721.428571428572,34792.857142857145,13328.57142857143,14450.0
2017-06-25,11078.57142857143,38542.857142857145,128000.0,20157.14285714286,39392.857142857145,54400.0,28442.85714285714,33735.71428571428,13207.142857142857,14400.0
2017-06-26,10792.857142857143,38314.28571428572,128400.0,19985.714285714286,38964.28571428572,56650.0,28164.285714285714,32678.571428571428,13085.714285714286,14350.0
2017-06-27,10507.142857142857,38085.71428571428,128800.0,19814.285714285714,38535.71428571428,58900.0,27885.714285714286,31621.428571428572,12964.285714285714,14300.0
2017-06-28,10221.42857142857,37857.142857142855,129200.0,19642.85714285714,38107.142857142855,61150.0,27607.14285714286,30564.285714285714,12842.857142857143,14250.0
2017-06-29,9935.714285714286,37628.57142857143,129600.0,19471.428571428572,37678.57142857143,63400.0,27328.571428571428,29507.142857142855,12721.42857142857,14200.0
2017-06-30,9650.0,37400.0,130000.0,19300.0,37250.0,65650.0,27050.0,28450.0,12600.0,14150.0
2017-07-01,10216.666666666666,36316.666666666664,125816.66666666667,20016.666666666668,37483.333333333336,55983.333333333336,27483.333333333332,31900.0,13033.333333333334,14383.333333333334
2017-07-02,10783.333333333334,35233.333333333336,121633.33333333333,20733.333333333332,37716.666666666664,46316.66666666667,27916.666666666668,35350.0,13466.666666666666,14616.666666666666
2017-07-03,11350.0,34150.0,117450.0,21450.0,37950.0,36650.0,28350.0,38800.0,13900.0,14850.0
2017-07-04,11200.0,33300.0,117500.0,21250.0,38150.0,35150.0,29700.0,38300.0,13900.0,14850.0
2017-07-05,11250.0,33100.0,116050.0,21950.0,37250.0,35550.0,28750.0,37900.0,13950.0,14850.0
2017-07-06,11150.0,32600.0,116050.0,21900.0,37100.0,34750.0,29050.0,38950.0,13850.0,14850.0
2017-07-07,11100.0,32500.0,116000.0,21900.0,37200.0,35750.0,28850.0,39900.0,13850.0,14900.0
2017-07-08,11133.333333333334,32350.0,116050.0,21750.0,37166.666666666664,35866.666666666664,29066.666666666668,40066.666666666664,13850.0,14900.0
2017-07-09,11166.666666666666,32200.0,116100.0,21600.0,37133.333333333336,35983.333333333336,29283.333333333332,40233.333333333336,13850.0,14900.0
2017-07-10,11200.0,32050.0,116150.0,21450.0,37100.0,36100.0,29500.0,40400.0,13850.0,14900.0
2017-07-11,11100.0,31950.0,116200.0,21400.0,37300.0,35450.0,29150.0,42300.0,13850.0,14950.0
2017-07-12,11150.0,32150.0,116350.0,21550.0,37400.0,34650.0,29400.0,41300.0,13850.0,14950.0
2017-07-13,11150.0,32050.0,116250.0,21500.0,37850.0,35400.0,29750.0,41800.0,13900.0,14850.0
2017-07-14,11150.0,31800.0,115500.0,21700.0,37150.0,35300.0,28950.0,40850.0,13800.0,14900.0
2017-07-15,11133.333333333334,31883.333333333332,115416.66666666667,21716.666666666668,36883.333333333336,35150.0,28950.0,41283.333333333336,13816.666666666666,14883.333333333334
2017-07-16,11116.666666666666,31966.666666666668,115333.33333333333,21733.333333333332,36616.666666666664,35000.0,28950.0,41716.666666666664,13833.333333333334,14866.666666666666
2017-07-17,11100.0,32050.0,115250.0,21750.0,36350.0,34850.0,28950.0,42150.0,13850.0,14850.0
2017-07-18,11250.0,32350.0,115000.0,22100.0,36850.0,34750.0,31400.0,44200.0,14000.0,14900.0
2017-07-19,11200.0,32150.0,115400.0,22300.0,36450.0,34900.0,31400.0,43650.0,13900.0,14950.0
2017-07-20,11200.0,32150.0,115350.0,22300.0,36400.0,34800.0,31650.0,43500.0,13950.0,14950.0
2017-07-21,11200.0,32150.0,115300.0,22300.0,36100.0,34550.0,31700.0,42700.0,13900.0,14900.0
2017-07-22,11216.666666666666,32133.333333333332,115216.66666666667,22400.0,35883.333333333336,34400.0,31983.333333333332,42783.333333333336,13916.666666666666,14916.666666666666
2017-07-23,11233.333333333334,32116.666666666668,115133.33333333333,22500.0,35666.666666666664,34250.0,32266.666666666668,42866.666666666664,13933.333333333334,14933.333333333334
2017-07-24,11250.0,32100.0,115050.0,22600.0,35450.0,34100.0,32550.0,42950.0,13950.0,14950.0
2017-07-25,11200.0,32150.0,115300.0,22700.0,35400.0,34250.0,32650.0,43300.0,13950.0,14900.0
2017-07-26,11250.0,32400.0,115400.0,22750.0,35100.0,34050.0,32650.0,43250.0,14000.0,14950.0
2017-07-27,11250.0,32650.0,115500.0,22850.0,34750.0,34200.0,32450.0,42100.0,13950.0,14900.0
2017-07-28,11250.0,33000.0,115500.0,22750.0,34500.0,33900.0,32450.0,41950.0,14000.0,14900.0
2017-07-29,11233.333333333334,33200.0,115483.33333333333,22800.0,34166.666666666664,33750.0,32200.0,41833.333333333336,13983.333333333334,14916.666666666666
2017-07-30,11216.666666666666,33400.0,115466.66666666667,22850.0,33833.333333333336,33600.0,31950.0,41716.666666666664,13966.666666666666,14933.333333333334
2017-07-31,11200.0,33600.0,115450.0,22900.0,33500.0,33450.0,31700.0,41600.0,13950.0,14950.0
2017-08-01,11200.0,34100.0,115150.0,22850.0,33200.0,33350.0,32000.0,41050.0,13950.0,14900.0
2017-08-02,11200.0,34150.0,115150.0,22800.0,32950.0,33150.0,32200.0,40600.0,13950.0,14900.0
2017-08-03,11200.0,34250.0,115250.0,22800.0,32650.0,33150.0,32400.0,40350.0,13950.0,14900.0
2017-08-04,11300.0,34300.0,115000.0,22750.0,32150.0,33000.0,32250.0,40500.0,13950.0,14900.0
2017-08-05,11266.666666666666,34316.666666666664,115100.0,22733.333333333332,31850.0,32800.0,32266.666666666668,40166.666666666664,13950.0,14900.0
2017-08-06,11233.333333333334,34333.333333333336,115200.0,22716.666666666668,31550.0,32600.0,32283.333333333332,39833.333333333336,13950.0,14900.0
2017-08-07,11200.0,34350.0,115300.0,22700.0,31250.0,32400.0,32300.0,39500.0,13950.0,14900.0
2017-08-08,11200.0,34350.0,115000.0,22600.0,31100.0,31750.0,32200.0,39050.0,13950.0,14900.0
2017-08-09,11200.0,34300.0,115100.0,22700.0,30850.0,31650.0,31950.0,38050.0,13950.0,14850.0
2017-08-10,11200.0,34450.0,115050.0,22600.0,30550.0,31550.0,31800.0,37750.0,13950.0,14900.0
2017-08-11,11250.0,34500.0,115100.0,22700.0,30450.0,31550.0,32300.0,37500.0,13950.0,14900.0
2017-08-12,11216.666666666666,34433.333333333336,115016.66666666667,22616.666666666668,30233.333333333332,31433.333333333332,31933.333333333332,36750.0,13933.333333333334,14900.0
2017-08-13,11183.333333333334,34366.666666666664,114933.33333333333,22533.333333333332,30016.666666666668,31316.666666666668,31566.666666666668,36000.0,13916.666666666666,14900.0
2017-08-14,11150.0,34300.0,114850.0,22450.0,29800.0,31200.0,31200.0,35250.0,13900.0,14900.0
2017-08-15,11200.0,34450.0,114600.0,22400.0,29800.0,30900.0,31800.0,36050.0,13950.0,14850.0
2017-08-16,11250.0,34150.0,114950.0,22600.0,30100.0,31050.0,31700.0,35700.0,14000.0,14850.0
2017-08-17,11350.0,33400.0,115250.0,23950.0,34400.0,34850.0,40200.0,40700.0,14600.0,16000.0
2017-08-18,11250.0,34000.0,114450.0,22600.0,29950.0,30750.0,31600.0,35550.0,14000.0,14900.0
2017-08-19,11233.333333333334,33883.333333333336,114583.33333333333,22450.0,29550.0,30350.0,31700.0,35400.0,14000.0,14883.333333333334
2017-08-20,11216.666666666666,33766.666666666664,114716.66666666667,22300.0,29150.0,29950.0,31800.0,35250.0,14000.0,14866.666666666666
2017-08-21,11200.0,33650.0,114850.0,22150.0,28750.0,29550.0,31900.0,35100.0,14000.0,14850.0
2017-08-22,11200.0,33500.0,114800.0,22150.0,28700.0,29450.0,32050.0,35050.0,13950.0,14850.0
2017-08-23,11250.0,33400.0,115150.0,22300.0,28950.0,29650.0,31650.0,34900.0,14000.0,14850.0
2017-08-24,11250.0,33450.0,115200.0,22350.0,28850.0,29600.0,31600.0,33850.0,14000.0,14850.0
2017-08-25,11250.0,33150.0,115050.0,22250.0,28750.0,29250.0,31200.0,34050.0,14000.0,14850.0
2017-08-26,11250.0,32866.666666666664,115100.0,22250.0,28666.666666666668,29216.666666666668,31416.666666666668,33916.666666666664,14000.0,14850.0
2017-08-27,11250.0,32583.333333333332,115150.0,22250.0,28583.333333333332,29183.333333333332,31633.333333333332,33783.333333333336,14000.0,14850.0
2017-08-28,11250.0,32300.0,115200.0,22250.0,28500.0,29150.0,31850.0,33650.0,14000.0,14850.0
2017-08-29,11250.0,32800.0,114950.0,22400.0,28450.0,29200.0,32450.0,34300.0,14000.0,14850.0
2017-08-30,11250.0,33000.0,115950.0,22450.0,28400.0,29200.0,33800.0,34300.0,14000.0,14900.0
2017-08-31,11250.0,33750.0,118250.0,22500.0,28500.0,29200.0,35000.0,35000.0,14000.0,14900.0
2017-09-01,11250.0,33475.0,117612.5,22475.0,28450.0,29137.5,35087.5,34975.0,13987.5,14887.5
2017-09-02,11250.0,33200.0,116975.0,22450.0,28400.0,29075.0,35175.0,34950.0,13975.0,14875.0
2017-09-03,11250.0,32925.0,116337.5,22425.0,28350.0,29012.5,35262.5,34925.0,13962.5,14862.5
2017-09-04,11250.0,32650.0,115700.0,22400.0,28300.0,28950.0,35350.0,34900.0,13950.0,14850.0
2017-09-05,11300.0,32500.0,115700.0,22400.0,28000.0,28700.0,34100.0,34650.0,13950.0,14800.0
2017-09-06,11200.0,32450.0,115400.0,22350.0,28200.0,28850.0,33200.0,34350.0,13950.0,14800.0
2017-09-07,11300.0,32300.0,115050.0,22400.0,28050.0,28800.0,33050.0,34850.0,14000.0,14800.0
2017-09-08,11300.0,32100.0,114950.0,22400.0,27750.0,28450.0,32650.0,34350.0,14000.0,14850.0
2017-09-09,11300.0,31950.0,115133.33333333333,22366.666666666668,27750.0,28350.0,32750.0,33950.0,13983.333333333334,14850.0
2017-09-10,11300.0,31800.0,115316.66666666667,22333.333333333332,27750.0,28250.0,32850.0,33550.0,13966.666666666666,14850.0
2017-09-11,11300.0,31650.0,115500.0,22300.0,27750.0,28150.0,32950.0,33150.0,13950.0,14850.0
2017-09-12,11250.0,31600.0,115000.0,22250.0,27750.0,28250.0,32000.0,32600.0,13950.0,14800.0
2017-09-13,11300.0,31650.0,115300.0,22450.0,27650.0,27950.0,32550.0,33100.0,13950.0,14800.0
2017-09-14,11300.0,31400.0,115300.0,22250.0,27850.0,28050.0,32650.0,33000.0,14000.0,14800.0
2017-09-15,11300.0,31450.0,115300.0,22250.0,27750.0,27900.0,32500.0,33000.0,14000.0,14800.0
2017-09-16,11283.333333333334,31533.333333333332,115033.33333333333,22283.333333333332,27600.0,27866.666666666668,32466.666666666668,33183.333333333336,14000.0,14783.333333333334
2017-09-17,11266.666666666666,31616.666666666668,114766.66666666667,22316.666666666668,27450.0,27833.333333333332,32433.333333333332,33366.666666666664,14000.0,14766.666666666666
2017-09-18,11250.0,31700.0,114500.0,22350.0,27300.0,27800.0,32400.0,33550.0,14000.0,14750.0
2017-09-19,11250.0,31600.0,115000.0,22250.0,27200.0,27600.0,32100.0,32700.0,14000.0,14750.0
2017-09-20,11350.0,31550.0,115200.0,22300.0,26950.0,27450.0,32350.0,32350.0,14000.0,14750.0
2017-09-21,10300.0,30100.0,113550.0,21350.0,25100.0,25250.0,22750.0,30750.0,13650.0,14750.0
2017-09-22,11350.0,31700.0,115200.0,22400.0,26900.0,27300.0,31700.0,32150.0,14000.0,14750.0
2017-09-23,11350.0,31683.333333333332,115200.0,22400.0,26733.333333333332,27166.666666666668,31516.666666666668,31966.666666666668,14000.0,14750.0
2017-09-24,11350.0,31666.666666666668,115200.0,22400.0,26566.666666666668,27033.333333333332,31333.333333333332,31783.333333333332,14000.0,14750.0
2017-09-25,11350.0,31650.0,115200.0,22400.0,26400.0,26900.0,31150.0,31600.0,14000.0,14750.0
2017-09-26,11350.0,31500.0,115300.0,22450.0,26300.0,26850.0,31050.0,31350.0,14000.0,14700.0
2017-09-27,11300.0,31500.0,114950.0,22350.0,26100.0,26700.0,30650.0,30900.0,13950.0,14700.0
2017-09-28,11400.0,31200.0,115200.0,22350.0,26000.0,26450.0,30800.0,31050.0,13950.0,14700.0
2017-09-29,11350.0,30500.0,115300.0,22250.0,26000.0,26600.0,31050.0,31200.0,14000.0,14700.0
2017-09-30,11366.666666666666,30400.0,115200.0,22266.666666666668,25766.666666666668,26500.0,31583.333333333332,31416.666666666668,14000.0,14700.0
2017-10-01,11383.333333333334,30300.0,115100.0,22283.333333333332,25533.333333333332,26400.0,32116.666666666668,31633.333333333332,14000.0,14700.0
2017-10-02,11400.0,30200.0,115000.0,22300.0,25300.0,26300.0,32650.0,31850.0,14000.0,14700.0
2017-10-03,11350.0,30050.0,115250.0,22300.0,25250.0,26100.0,33200.0,31950.0,14000.0,14650.0
2017-10-04,11350.0,30000.0,115000.0,22250.0,25000.0,25950.0,33650.0,32000.0,14000.0,14650.0
2017-10-05,11350.0,30050.0,115200.0,22200.0,24950.0,25950.0,33600.0,31800.0,14000.0,14700.0
2017-10-06,11400.0,30000.0,114750.0,22200.0,24700.0,25850.0,33750.0,32200.0,14000.0,14650.0
2017-10-07,11383.333333333334,30066.666666666668,114650.0,22166.666666666668,24500.0,25616.666666666668,33816.666666666664,31866.666666666668,13966.666666666666,14633.333333333334
2017-10-08,11366.666666666666,30133.333333333332,114550.0,22133.333333333332,24300.0,25383.333333333332,33883.333333333336,31533.333333333332,13933.333333333334,14616.666666666666
2017-10-09,11350.0,30200.0,114450.0,22100.0,24100.0,25150.0,33950.0,31200.0,13900.0,14600.0
2017-10-10,11400.0,30100.0,114700.0,22100.0,23900.0,25050.0,34500.0,31150.0,14000.0,14600.0
2017-10-11,11350.0,30350.0,114500.0,22100.0,23750.0,24950.0,34050.0,30800.0,14000.0,14600.0
2017-10-12,11350.0,30150.0,114700.0,22150.0,23500.0,24700.0,34050.0,30500.0,14000.0,14650.0
2017-10-13,11400.0,30350.0,114700.0,22150.0,23600.0,24800.0,33400.0,30500.0,13950.0,14600.0
2017-10-14,11400.0,30366.666666666668,114700.0,22116.666666666668,23566.666666666668,24733.333333333332,33166.666666666664,30433.333333333332,13950.0,14600.0
2017-10-15,11400.0,30383.333333333332,114700.0,22083.333333333332,23533.333333333332,24666.666666666668,32933.333333333336,30366.666666666668,13950.0,14600.0
2017-10-16,11400.0,30400.0,114700.0,22050.0,23500.0,24600.0,32700.0,30300.0,13950.0,14600.0
2017-10-17,11400.0,30350.0,114600.0,22050.0,23350.0,24450.0,32650.0,30150.0,13950.0,14550.0
2017-10-18,11400.0,30400.0,114550.0,22000.0,23150.0,24300.0,32450.0,29850.0,13950.0,14550.0
2017-10-19,11400.0,30400.0,114600.0,22050.0,23200.0,24250.0,32300.0,29950.0,13950.0,14550.0
2017-10-20,11400.0,30300.0,114600.0,22050.0,23200.0,24350.0,32050.0,29850.0,13950.0,14550.0
2017-10-21,11383.333333333334,30200.0,114633.33333333333,21900.0,23083.333333333332,24183.333333333332,31516.666666666668,29650.0,13933.333333333334,14550.0
2017-10-22,11366.666666666666,30100.0,114666.66666666667,21750.0,22966.666666666668,24016.666666666668,30983.333333333332,29450.0,13916.666666666666,14550.0
2017-10-23,11350.0,30000.0,114700.0,21600.0,22850.0,23850.0,30450.0,29250.0,13900.0,14550.0
2017-10-24,11300.0,30000.0,112900.0,21600.0,23150.0,23850.0,30350.0,29050.0,13850.0,14450.0
2017-10-25,11300.0,29950.0,114250.0,21500.0,23250.0,23850.0,30300.0,29300.0,13850.0,14450.0
2017-10-26,11400.0,30250.0,114350.0,21900.0,23600.0,24050.0,30900.0,29950.0,13950.0,14550.0
2017-10-27,11350.0,30100.0,114250.0,21650.0,23350.0,23700.0,29600.0,29250.0,13900.0,14450.0
2017-10-28,11366.666666666666,30233.333333333332,114083.33333333333,21850.0,23466.666666666668,23783.333333333332,29950.0,29300.0,13900.0,14483.333333333334
2017-10-29,11383.333333333334,30366.666666666668,113916.66666666667,22050.0,23583.333333333332,23866.666666666668,30300.0,29350.0,13900.0,14516.666666666666
2017-10-30,11400.0,30500.0,113750.0,22250.0,23700.0,23950.0,30650.0,29400.0,13900.0,14550.0
2017-10-31,11350.0,30150.0,113850.0,21900.0,23800.0,23550.0,30500.0,29050.0,13850.0,14500.0
2017-11-01,11400.0,30350.0,113850.0,22250.0,24500.0,24100.0,31250.0,30000.0,13900.0,14500.0
2017-11-02,11400.0,30550.0,113600.0,22100.0,24400.0,23700.0,30850.0,29350.0,13950.0,14450.0
2017-11-03,11400.0,30300.0,113750.0,22050.0,24400.0,23650.0,30900.0,29200.0,13950.0,14450.0
